(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed
0.016862155793534176,-0.0012353291026486837,-0.0026469146706009886,-0.002086558430254165,-0.0013773049200560394,-0.0016068688508285133,-0.002350063095245343,-0.0018265534563001076,-0.002444307227820326,-0.002787375317672706,-0.002789030653105609,-0.003196517616254077,-0.0025510927567531446,-0.0025753230266014095,-3.88748609337766e-4,-2.892423373955089e-4,2.78412600274587e-6,0.0016509815099575032,0.0013170191435498226,0.0012366208848213487
-0.0012353291026486982,0.00209942067199686,0.0016795478864337935,0.0015773469695326164,0.0016899954498066792,0.0016299466091485386,0.001451704658853663,0.0015856361730095263,0.0015350380880373789,0.0014552549466823287,0.0015000546770753199,0.0013130213906327208,0.0012897159730128845,0.0015305871767881379,-4.935360130008551e-5,1.914302126305783e-6,1.5493294153143063e-8,1.0238476159371213e-4,1.231648256791883e-4,2.3802841426548988e-4
-0.0026469146706009903,0.0016795478864337836,0.003623661565138957,0.002621997980818315,0.002515603187167381,0.002597891995526209,0.002342453981077009,0.002147769380383915,0.002412266122636878,0.00230616455390215,0.0021785866193650937,0.0022563939248632053,0.0020041916617643137,0.002073820592980427,-4.318752288417884e-5,3.680246791931229e-6,1.0720860065058876e-8,1.0002898290433296e-4,6.746247163811344e-5,1.1655113554002774e-4
-0.0020865584302541687,0.001577346969532617,0.002621997980818326,0.0031147249549995444,0.0027435150168649363,0.002696890900371115,0.0023041832240189675,0.002123893772993365,0.002222748435241564,0.001968402300814373,0.0019192610764920104,0.0022581052058093273,0.001991410353305491,0.0021411056030790506,3.351930455074366e-5,4.345896294435446e-6,-6.060559885202567e-8,1.742322175127118e-4,1.7735563307053824e-4,2.0164427594464114e-4
-0.0013773049200560337,0.001689995449806666,0.0025156031871673757,0.002743515016864923,0.003450962668441164,0.0029927908835543464,0.0024618744829059875,0.002413734716767224,0.0025717514132941985,0.002285452377331541,0.002202295084111109,0.00232716509046382,0.002015237844993021,0.002298351554513609,-5.827734323622761e-5,-1.946404429792877e-5,1.638766846105036e-7,2.3820090578031156e-4,2.3036814655529766e-4,2.7838600604610035e-4
-0.0016068688508285229,0.0016299466091485356,0.002597891995526216,0.0026968909003711123,0.002992790883554357,0.003794445764556325,0.00297246442409884,0.0028583645134993034,0.0029406491175294524,0.002683912894450032,0.002719216788331618,0.0026668823754966244,0.002591924827699222,0.0028288581087629774,-1.4765686004751337e-4,-2.6183731049429295e-5,2.2600215717851153e-7,2.0880472912459822e-4,1.9873022463469208e-4,2.75088900077223e-4
-0.0023500630952453493,0.001451704658853657,0.002342453981077013,0.0023041832240189596,0.0024618744829059945,0.002972464424098837,0.0032874380613747106,0.0028794361054883455,0.0030346293466024547,0.0028629987908103637,0.002736863939999251,0.002773257892201741,0.0026465155145363266,0.0029621809992001666,-6.939806324800987e-5,-6.981882166828586e-6,3.797917879793385e-8,2.1374024950285555e-4,1.8444259413064054e-4,1.7901765553001163e-4
-0.001826553456300111,0.0015856361730095191,0.0021477693803839165,0.002123893772993359,0.0024137347167672283,0.0028583645134992995,0.002879436105488344,0.003305557223245457,0.0032708246488194585,0.0031401769114219537,0.00291903826165273,0.0027922085380375737,0.002792187459129072,0.0030845026107698937,-6.059118601909572e-5,-1.755952945903949e-5,1.0954729748754953e-7,2.2291641112554534e-4,2.495122547240242e-4,2.2203492368992833e-4
-0.0024443072278203435,0.001535038088037378,0.0024122661226368865,0.0022227484352415625,0.0025717514132942124,0.002940649117529453,0.0030346293466024603,0.003270824648819465,0.0042648992578512915,0.003953112181145957,0.0038014669834981205,0.0035363595544030926,0.003651859390527274,0.003855566678598639,1.2495388163035739e-5,-1.1578530780469237e-5,7.21239783061771e-8,2.1308967053826764e-4,2.3398694275280802e-4,1.585277840594499e-4
-0.0027873753176727092,0.0014552549466823254,0.0023061645539021597,0.001968402300814369,0.0022854523773315535,0.0026839128944500315,0.0028629987908103667,0.003140176911421959,0.003953112181145954,0.0042309452660540875,0.003976526067351709,0.003622198999115207,0.0037854809193529062,0.003938538455615302,4.3525703198923496e-5,-3.6648000356347735e-6,-3.8979227816630616e-8,1.3608509018047925e-4,2.012714865071594e-4,8.790942774686474e-5
-0.0027890306531056187,0.0015000546770753173,0.0021785866193650984,0.0019192610764920028,0.002202295084111115,0.002719216788331615,0.002736863939999254,0.0029190382616527326,0.0038014669834981166,0.003976526067351707,0.0045686648470636545,0.0036524823198045716,0.00413848692690689,0.004054346914076631,1.5515634607375916e-5,-5.312898014368919e-6,-3.354625683806033e-8,5.5409654434682e-5,1.328179136351348e-4,6.661253772195781e-5
-0.00319651761625408,0.0013130213906327175,0.0022563939248632105,0.002258105205809324,0.002327165090463831,0.0026668823754966244,0.0027732578922017442,0.002792208538037577,0.0035363595544030935,0.003622198999115206,0.0036524823198045755,0.005222204500471186,0.004435746700807353,0.003984893763889665,1.7699394153174842e-5,-5.622785036823323e-6,-8.392344019491705e-8,2.837246101708249e-4,2.532240551026036e-4,1.4612847104761019e-4
-0.0025510927567531563,0.0012897159730128845,0.0020041916617643245,0.0019914103533054932,0.002015237844993037,0.0025919248276992228,0.0026465155145363336,0.0027921874591290787,0.003651859390527276,0.00378548091935291,0.004138486926906893,0.0044357467008073566,0.005564261990961733,0.0044087523312987325,4.5647769028105036e-5,-2.139184248045008e-6,-1.8999786656726092e-7,2.622650208301308e-4,2.3059499736827034e-4,8.431997005209111e-5
-0.0025753230266014125,0.0015305871767881346,0.0020738205929804357,0.002141105603079047,0.0022983515545136183,0.0028288581087629744,0.002962180999200167,0.0030845026107698954,0.003855566678598631,0.003938538455615298,0.004054346914076629,0.003984893763889661,0.004408752331298724,0.0052950076888870325,6.216874823592109e-5,-3.570506542795407e-6,-1.7726008374866325e-7,2.4959077027147085e-4,3.3993720709601114e-4,1.67477271810509e-4
-3.8874860933776586e-4,-4.935360130008546e-5,-4.3187522884178947e-5,3.351930455074338e-5,-5.8277343236227646e-5,-1.4765686004751337e-4,-6.93980632480098e-5,-6.059118601909582e-5,1.2495388163035768e-5,4.3525703198923286e-5,1.551563460737583e-5,1.7699394153174686e-5,4.56477690281052e-5,6.216874823592114e-5,2.0143484310362973e-4,1.5262693049695392e-5,-1.7999734942744262e-7,-1.226979916319681e-5,5.744671522446375e-5,-7.688516938702309e-7
-2.892423373955101e-4,1.914302126305533e-6,3.6802467919311013e-6,4.345896294435705e-6,-1.946404429792872e-5,-2.6183731049429393e-5,-6.981882166828817e-6,-1.755952945903961e-5,-1.1578530780469786e-5,-3.664800035634549e-6,-5.312898014369159e-6,-5.62278503682312e-6,-2.139184248044987e-6,-3.570506542795288e-6,1.526269304969539e-5,9.94703674924318e-6,-9.752704859142755e-8,-3.8048732767088387e-05,-3.561535944333908e-5,-3.310681436538204e-5
2.784126002745896e-6,1.5493294153146028e-8,1.0720860065060459e-8,-6.060559885202785e-8,1.6387668461050336e-7,2.260021571785126e-7,3.797917879793648e-8,1.09547297487551e-7,7.212397830618299e-8,-3.8979227816632846e-8,-3.354625683805745e-8,-8.392344019491861e-8,-1.8999786656726082e-7,-1.7726008374866465e-7,-1.7999734942744254e-7,-9.752704859142825e-8,1.0653527775650303e-9,3.5153141536415685e-7,2.8355244079682674e-7,3.2039244428401433e-7
0.0016509815099575143,1.0238476159371356e-4,1.000289829043335e-4,1.7423221751271107e-4,2.382009057803117e-4,2.0880472912459877e-4,2.1374024950285688e-4,2.2291641112554607e-4,2.1308967053826973e-4,1.3608509018047865e-4,5.540965443468305e-5,2.837246101708242e-4,2.6226502083013083e-4,2.495907702714707e-4,-1.2269799163196767e-5,-3.804873276708875e-5,3.5153141536415786e-7,5.646296139105628e-4,4.195431240794955e-4,3.717145116622142e-4
0.0013170191435498315,1.231648256791892e-4,6.746247163811349e-5,1.7735563307053677e-4,2.3036814655529736e-4,1.9873022463469216e-4,1.8444259413064152e-4,2.4951225472402434e-4,2.3398694275280976e-4,2.012714865071583e-4,1.3281791363513543e-4,2.532240551026025e-4,2.305949973682702e-4,3.399372070960103e-4,5.7446715224463834e-5,-3.5615359443339314e-5,2.835524407968258e-7,4.1954312407949503e-4,5.818953832994135e-4,4.013546200129934e-4
0.0012366208848213506,2.380284142654906e-4,1.1655113554002761e-4,2.0164427594464074e-4,2.7838600604610094e-4,2.750889000772233e-4,1.7901765553001272e-4,2.2203492368992852e-4,1.5852778405945096e-4,8.790942774686468e-5,6.661253772195803e-5,1.4612847104760937e-4,8.431997005209172e-5,1.674772718105094e-4,-7.688516938702457e-7,-3.310681436538209e-5,3.2039244428401316e-7,3.717145116622139e-4,4.013546200129926e-4,5.55889962915044e-4
