(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,personal_income,relative_income,gdp,growth
0.19664096206254883,-8.465738211822908e-4,-0.0027333503141764347,-8.57020268470153e-4,-0.0018049328383427858,-2.524338174532779e-4,-0.0022275613632233584,-0.002496317692169342,0.001074023726997581,0.0015660942588970387,0.0060702455578232,-6.13755212714165e-4,0.002756901685223059,9.731930222927133e-4,-2.0476229882644748e-5,1.889579533244301e-4,-1.4592085626182424e-6,-0.0030614364569330793,-0.002263173022888594,-0.0015262879010799384,-5.659908366228297e-4,2.235261114772868e-5,-0.02034622169123732,-0.001175292971050149
-8.465738211822623e-4,0.001732228263624585,0.001288904754344042,0.001123381323117805,0.0012523444115377913,0.0012236886003801916,0.0011113918005200916,0.0013002141094860308,0.0011760663438194346,0.0011346376088043938,0.0011863099622170673,0.0010367441291115908,0.001107964828225044,0.00127886749225476,7.562268111487617e-6,-1.2337426851926044e-6,9.229760193639603e-9,1.1721982820799187e-4,9.395097690337434e-5,1.424595506260402e-4,6.569760113172416e-5,-1.417404699025505e-6,-1.0999811081556134e-4,3.5761691507736325e-5
-0.002733350314176411,0.0012889047543440358,0.003218359785898594,0.0022141680610766904,0.002009328406746899,0.002131069925568149,0.001872272435595817,0.0016951721225698542,0.001959259068941022,0.001878159550458744,0.0018153568939743246,0.001942008365822126,0.0017538002293389049,0.0017637299252917882,2.010157834267653e-5,2.6985926800787224e-6,2.133218766481843e-9,1.7235577853560806e-4,7.872165638514789e-5,9.225065097928798e-5,-7.108399848572365e-5,9.400439240457394e-7,8.531723629750914e-5,-3.537145876875142e-5
-8.570202684701211e-4,0.001123381323117803,0.0022141680610766952,0.0027851162144422207,0.0022922870607640384,0.002250130918101432,0.0019073303462650217,0.0016941198729740804,0.0019220108188590208,0.0017280542984046676,0.0016725063519665664,0.0016567576300933068,0.0014787341844791776,0.0017699859533848053,3.646618659756511e-5,5.512083701994109e-7,1.8464573390793797e-8,2.4455961750347694e-4,1.5925363222959204e-4,1.4888161199556305e-4,-2.2230475270060804e-5,-8.536593179098091e-7,-1.0219149115847844e-4,-1.7104781929718415e-4
-0.0018049328383427823,0.0012523444115377896,0.0020093284067469034,0.002292287060764039,0.002874646257416571,0.002335187655333307,0.0019684498113446617,0.001870523906616538,0.002121237840392795,0.0019122384511643525,0.001822769769165873,0.001806442977652051,0.0014620974946974485,0.0018906418746509124,-1.722416183584105e-5,-2.1504426443959097e-5,1.930048000758282e-7,3.0309828162214587e-4,2.2386372738796118e-4,2.1392950959140167e-4,4.2381893759169456e-5,-2.9967099237218183e-6,1.8712856408116735e-5,-1.1721210745712461e-4
-2.5243381745329596e-4,0.0012236886003801888,0.002131069925568153,0.0022501309181014294,0.0023351876553333057,0.0031997211835528686,0.0024500766673241983,0.0022849787334369644,0.0024460397930427054,0.002239257361396313,0.0022983394561604488,0.0020790714886827046,0.001967270956168479,0.0023760376831769353,-1.2661568502377415e-4,-2.1538572436768976e-5,1.9062526032072288e-7,2.2776673181183678e-4,1.7662099682777218e-4,2.4313755965562535e-4,-9.338260598521818e-6,-1.790584751766432e-6,-1.5116601183260813e-4,-1.0971962283783123e-4
-0.002227561363223257,0.0011113918005200855,0.0018722724355958193,0.0019073303462650184,0.0019684498113446583,0.0024500766673241966,0.002851285499671984,0.0023908609846806997,0.002450218598566958,0.002304327880882921,0.002235732550894506,0.0023442101100205975,0.002130935604530752,0.0025171228225714026,-3.880783827099077e-5,-1.9727976211577427e-6,-1.7167657929568723e-8,2.2959900582235855e-4,1.7424998720700168e-4,1.712892662856817e-4,-7.859627676844064e-5,-1.5268051395114354e-6,5.3691575952424775e-5,-4.652373562299389e-5
-0.002496317692169257,0.0013002141094860295,0.0016951721225698583,0.0016941198729740804,0.0018705239066165392,0.002284978733436967,0.0023908609846807036,0.0028211075396156033,0.0027640237431723483,0.002678059137680401,0.002429434539364866,0.002310362354523192,0.0022061344492859017,0.0026482864519310556,-1.8483547766646483e-6,-1.1092047781494935e-5,3.627516267656584e-8,2.3880027473633888e-4,2.575697705816538e-4,2.3332775049527953e-4,-2.1003824348495118e-4,1.6494486832648144e-6,2.1349035810827553e-4,-7.72869360248292e-5
0.0010740237269976241,0.0011760663438194327,0.001959259068941024,0.001922010818859017,0.0021212378403927933,0.002446039793042706,0.0024502185985669574,0.0027640237431723457,0.0038927655212689883,0.0035372794213824593,0.0034079973298705487,0.0029206339987206532,0.0028636252326244313,0.003256905071726418,7.363692750891276e-5,-1.1131138688436607e-5,6.342279896503726e-8,2.5549073506776125e-4,2.6987971936905293e-4,1.855323731709938e-4,-3.469604458431479e-4,2.8317980138061865e-6,-6.841931385331378e-5,-1.5588587548957518e-4
0.0015660942588971443,0.0011346376088043927,0.001878159550458748,0.0017280542984046657,0.0019122384511643528,0.002239257361396317,0.0023043278808829253,0.0026780591376804,0.003537279421382461,0.00385804197976139,0.003615534210487607,0.002958167853269827,0.002995031365924108,0.0033062370780957626,7.634754453685845e-5,-7.542187308943832e-6,4.432988489162736e-9,2.0153078312926763e-4,2.3462230594256773e-4,1.3392002874233197e-4,-3.8885750577447454e-4,3.925198943446864e-6,-9.216748462389973e-5,-1.6725398566737716e-4
0.006070245557823186,0.001186309962217064,0.001815356893974329,0.0016725063519665647,0.0018227697691658728,0.0022983394561604496,0.002235732550894508,0.0024294345393648656,0.00340799732987055,0.0036155342104876058,0.0043250226778004984,0.002986517775539033,0.00339327110485315,0.0035875829550724545,4.969075609692006e-5,-2.3611515864180627e-6,-5.2530216238265865e-8,5.476080388411892e-5,1.1512495997946833e-4,6.837392889347239e-5,-2.8713573846308706e-4,2.529034099947847e-6,-6.455279008495584e-4,-1.5703993523673217e-4
-6.137552127141408e-4,0.0010367441291115902,0.001942008365822131,0.0016567576300933068,0.0018064429776520514,0.0020790714886827063,0.0023442101100206014,0.0023103623545231906,0.0029206339987206567,0.002958167853269826,0.002986517775539033,0.004931751246448612,0.003931449611320155,0.003670835985991097,1.874406992206178e-4,2.93825683627619e-6,-2.4058230171932074e-7,2.665748108444962e-4,2.9918732494523784e-4,2.207780715219157e-4,-2.8342878189927017e-4,2.1057562176216935e-6,-4.895251753640032e-5,1.3624843026105855e-4
0.0027569016852232228,0.0011079648282250405,0.0017538002293389073,0.0014787341844791763,0.0014620974946974508,0.0019672709561684826,0.002130935604530755,0.0022061344492859012,0.0028636252326244348,0.002995031365924107,0.0033932711048531533,0.00393144961132016,0.0047297460261884585,0.003887134265557727,1.7134305633096324e-4,9.811476954534839e-6,-3.345695378488359e-7,1.8458851675049143e-4,2.0533481212216132e-4,1.4372637018904505e-4,-2.0388037199329314e-4,4.064026534302695e-6,-4.673399943900703e-4,6.0981843939683116e-5
9.731930222927643e-4,0.0012788674922547562,0.0017637299252917884,0.0017699859533848014,0.0018906418746509111,0.002376037683176935,0.002517122822571399,0.0026482864519310504,0.003256905071726416,0.0033062370780957595,0.0035875829550724493,0.003670835985991094,0.0038871342655577186,0.005008453514052988,1.5542534585423896e-4,7.143896362988016e-6,-3.014814515584575e-7,1.9186162346883582e-4,3.1438905859699573e-4,2.1696596682646018e-4,-1.3865842154071214e-4,-1.6418786872524438e-6,-3.023791831094076e-4,4.07413533446818e-5
-2.0476229882644586e-5,7.56226811148773e-6,2.0101578342676612e-5,3.646618659756526e-5,-1.7224161835840993e-5,-1.2661568502377415e-4,-3.8807838270990616e-5,-1.8483547766646886e-6,7.363692750891285e-5,7.634754453685858e-5,4.969075609692021e-5,1.874406992206178e-4,1.7134305633096327e-4,1.55425345854239e-4,2.1224093054982406e-4,2.1268688959952115e-5,-2.2524227941771602e-7,-1.8365020581170877e-5,1.030703138317159e-5,-2.677354578671747e-5,2.1129035872434123e-5,-1.451595358343836e-6,-7.195929128491136e-5,3.998042045041094e-5
1.8895795332442666e-4,-1.2337426851925677e-6,2.6985926800788164e-6,5.512083701992323e-7,-2.1504426443959226e-5,-2.1538572436769118e-5,-1.972797621157443e-6,-1.1092047781494342e-5,-1.1131138688436546e-5,-7.542187308943614e-6,-2.3611515864177853e-6,2.9382568362760824e-6,9.8114769545353e-6,7.1438963629883e-6,2.1268688959952128e-5,1.0620697199424009e-5,-1.0279070530294386e-7,-3.681671622298084e-5,-3.631703485833898e-5,-2.7787487804710474e-5,-3.7739756457027433e-6,1.7533092211710424e-7,-4.3370052188542014e-5,4.5623564714527975e-6
-1.4592085626182367e-6,9.229760193640154e-9,2.133218766481674e-9,1.8464573390796408e-8,1.9300480007583038e-7,1.9062526032072502e-7,-1.7167657929570983e-8,3.627516267656022e-8,6.342279896503704e-8,4.432988489161188e-9,-5.2530216238268e-8,-2.4058230171931926e-7,-3.3456953784884017e-7,-3.014814515584601e-7,-2.252422794177162e-7,-1.0279070530294407e-7,1.1199254321498116e-9,3.0756900953936273e-7,2.6938119827838664e-7,2.415996944743106e-7,5.993298182282376e-8,-3.1640370643824028e-9,3.7432842016540344e-7,-7.522575941688507e-8
-0.0030614364569330694,1.172198282079924e-4,1.7235577853560874e-4,2.445596175034783e-4,3.03098281622147e-4,2.2776673181183773e-4,2.295990058223581e-4,2.3880027473633693e-4,2.554907350677612e-4,2.0153078312926744e-4,5.476080388411846e-5,2.6657481084449685e-4,1.8458851675049e-4,1.918616234688352e-4,-1.836502058117092e-5,-3.681671622298113e-5,3.0756900953936554e-7,5.665856942066096e-4,4.386116279164091e-4,3.1650294999966956e-4,3.0254974475407016e-5,-3.1823680619316565e-6,3.611842393975646e-4,-2.646298340556786e-5
-0.0022631730228885854,9.39509769033744e-5,7.872165638514798e-5,1.5925363222959324e-4,2.238637273879621e-4,1.7662099682777272e-4,1.7424998720700074e-4,2.5756977058165136e-4,2.6987971936905255e-4,2.3462230594256718e-4,1.1512495997946742e-4,2.9918732494523806e-4,2.0533481212215934e-4,3.143890585969945e-4,1.0307031383171577e-5,-3.6317034858339297e-5,2.6938119827838966e-7,4.3861162791640913e-4,5.817338999233169e-4,3.396949200091844e-4,1.6216267751951262e-5,-3.1831342433043676e-6,3.0021278289160853e-4,-5.276506349363065e-6
-0.0015262879010799293,1.4245955062604015e-4,9.225065097928889e-5,1.4888161199556375e-4,2.1392950959140208e-4,2.431375596556253e-4,1.7128926628568158e-4,2.3332775049527847e-4,1.8553237317099302e-4,1.3392002874233216e-4,6.837392889347255e-5,2.207780715219155e-4,1.43726370189044e-4,2.1696596682645942e-4,-2.6773545786717524e-5,-2.7787487804710477e-5,2.41599694474311e-7,3.1650294999966956e-4,3.396949200091839e-4,4.368989567043793e-4,4.8726659096211034e-5,-4.123810526739294e-6,1.8356327489124877e-4,-2.4072847838693673e-6
-5.659908366228779e-4,6.569760113172307e-5,-7.108399848572372e-5,-2.223047527006065e-5,4.2381893759168745e-5,-9.33826059852259e-6,-7.859627676844153e-5,-2.100382434849508e-4,-3.469604458431483e-4,-3.888575057744742e-4,-2.871357384630874e-4,-2.8342878189926973e-4,-2.0388037199329295e-4,-1.3865842154071214e-4,2.112903587243414e-5,-3.7739756457027335e-6,5.993298182282377e-8,3.0254974475406945e-5,1.62162677519513e-5,4.8726659096210925e-5,3.9197220094729134e-4,-9.748800746451897e-6,-2.1802861123998505e-4,4.132644077142476e-5
2.23526111477301e-5,-1.4174046990254732e-6,9.40043924045731e-7,-8.536593179098278e-7,-2.9967099237218107e-6,-1.7905847517664093e-6,-1.5268051395114114e-6,1.6494486832647818e-6,2.831798013806201e-6,3.925198943446855e-6,2.5290340999478387e-6,2.1057562176216833e-6,4.06402653430268e-6,-1.6418786872524524e-6,-1.4515953583438364e-6,1.7533092211710374e-7,-3.164037064382404e-9,-3.1823680619316527e-6,-3.183134243304368e-6,-4.1238105267392926e-6,-9.74880074645194e-6,4.638747481511415e-7,2.774653464114227e-6,-4.524286654224419e-7
-0.02034622169123759,-1.0999811081556053e-4,8.53172362975068e-5,-1.0219149115847921e-4,1.8712856408112537e-5,-1.5116601183261602e-4,5.369157595242743e-5,2.1349035810827477e-4,-6.84193138533169e-5,-9.216748462389756e-5,-6.4552790084957e-4,-4.895251753640522e-5,-4.6733999439006394e-4,-3.023791831094147e-4,-7.19592912849114e-5,-4.3370052188543654e-5,3.743284201654186e-7,3.611842393975694e-4,3.0021278289161336e-4,1.8356327489124988e-4,-2.1802861123999397e-4,2.7746534641144727e-6,0.002435308068506279,6.823319068569436e-5
-0.0011752929710501477,3.576169150773638e-5,-3.537145876875139e-5,-1.710478192971841e-4,-1.1721210745712443e-4,-1.0971962283783115e-4,-4.652373562299387e-5,-7.728693602482921e-5,-1.5588587548957513e-4,-1.6725398566737722e-4,-1.570399352367321e-4,1.3624843026105866e-4,6.098184393968302e-5,4.074135334468183e-5,3.9980420450410924e-5,4.562356471452793e-6,-7.5225759416885e-8,-2.6462983405567856e-5,-5.276506349363001e-6,-2.4072847838693673e-6,4.132644077142474e-5,-4.524286654224401e-7,6.823319068569448e-5,1.1761205557346304e-4
