(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,water1,air1,healthcare1,security1,social_support1,respect1,education1,interesting_activity1,recreation1,occupation1,freedom1,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_water,country_average_air,country_average_healthcare,country_average_security,country_average_social_support,country_average_respect,country_average_education,country_average_interesting_activity,country_average_recreation,country_average_occupation,country_average_freedom,gdp,growth
-9.052585200708809e-7,-1.0760920662221882e-7,-9.02610043627004e-8,-1.0003109529730887e-7,7.086708703199779e-8,6.546072680053259e-8,-8.430788895301916e-8,-4.8263280921542746e-8,-8.540046384019445e-8,-1.5110808708881514e-7,-1.5514182423938143e-7,-2.9508154952228044e-7,-2.718771446997867e-7,-2.1564415949197645e-7,-1.3049622517659086e-7,-5.916205143186254e-8,6.500739653562747e-10,1.3101820117429964e-7,1.560902753461366e-7,1.1002761699828755e-7,1.2994504704010442e-7,2.296967312522608e-8,2.06756405507686e-7,7.18286412966979e-9,8.077292960807545e-8,4.488422802852242e-9,1.8082244361770397e-8,1.0163892028052383e-7,8.245853835855991e-8,-6.313074462426587e-8,1.6011566365615894e-8,8.666110664841411e-8,9.10564506214015e-8,7.191174932840415e-8,7.122605177643718e-8,-3.330853703963361e-9,-4.1096922152776665e-9,-1.1827229615867532e-8,5.861582387534485e-9,-1.1889792546592026e-8,1.639317876510144e-8,4.996610544800323e-9,-1.2700013745474077e-9,8.138441326550924e-9,-7.742250122846495e-9,9.949635192296966e-9,5.690949740580053e-9,-2.3069240721054367e-9,-1.266773457173303e-9,4.8324011405238656e-9,3.197686623027973e-8,-1.9055960021658734e-8
-5.578082541506566e-4,-1.0800437635477138e-5,-1.5695318353929035e-5,3.049084018067287e-5,7.04479718352211e-5,-1.0238575670533614e-5,-2.0685952374518826e-5,-5.447495991939195e-7,-4.3585825253194486e-5,-5.9742586680185666e-5,-1.5093078239560262e-4,-1.45205615468516e-4,-9.155035631630314e-5,-4.4763228005794913e-5,-8.847862338199048e-6,-1.6155008468919614e-5,1.3101820117429903e-7,2.3125859399648923e-4,1.8833743220520057e-4,1.20762223553299e-4,7.60778274091889e-5,4.3854085218156036e-5,1.8040536455302562e-4,-3.620285393724165e-5,4.940787500695104e-5,-1.267700409924961e-5,3.588563102759566e-5,8.885847828996935e-6,1.2118729784795443e-4,-5.113439737298908e-5,3.7485154327946646e-5,2.5754707870625124e-5,8.373478736240464e-5,9.443311064302963e-5,2.6337133729619005e-6,-9.993130457775207e-7,1.8981371451711723e-6,-4.469830090186771e-6,1.9122924420160858e-06,-3.2944822244501657e-6,7.937846283917871e-6,2.228477357990193e-7,8.455567223502996e-8,1.6759517184966124e-6,-8.765614897346541e-7,6.234742470280976e-6,5.819308637233436e-6,-7.268581153369892e-6,-3.535650303147868e-6,5.533467068314317e-6,-2.980453297121208e-5,-6.056889166325795e-6
2.3880996447238578e-4,-1.1786882580478716e-6,-7.996073171072723e-5,-5.265031909968366e-5,1.9769517727497826e-5,-6.576553644357766e-5,-8.019393464809076e-5,-4.31925369868746e-5,-8.6673095463768e-5,-1.0889165328114641e-4,-1.7471870632481922e-4,-1.7291562440487158e-4,-1.3156204548856167e-4,-4.8979847693648396e-5,2.100269424326531e-6,-2.083850395237082e-5,1.5609027534613878e-7,1.8833743220520143e-4,3.058247610476946e-4,1.4620265157610322e-4,5.8926731626137675e-5,1.8644255525203145e-5,1.76760312172187e-4,-2.7120999759599076e-5,2.9432071804566333e-5,-2.5306227768216927e-6,2.9466412285615823e-5,7.857223157941619e-6,8.196790844304553e-5,-3.9283078659701565e-5,1.627528729233968e-5,1.9760484601456945e-5,8.992175703022179e-5,6.523302408141907e-5,-8.940103919253869e-6,-8.885979458666953e-7,4.9414077987157136e-6,-1.1489037776968151e-5,3.628265801726399e-6,-6.255668750131638e-6,1.2114341648325429e-5,4.8039566521395385e-6,2.1721002234836147e-6,5.603388315796977e-6,-3.7724723937764857e-6,7.1408924395880915e-6,3.8901490140914266e-6,-4.2763228954278615e-6,-4.0029401739599655e-6,5.365614775857626e-6,-1.2078610306636824e-4,-2.2697923275447147e-6
-7.048846091644706e-4,3.3283816418095915e-5,4.23140217979229e-5,4.14619769832885e-5,8.99194740029476e-5,5.2396713220383006e-5,-1.6242122311050974e-5,2.658637330988851e-5,-4.64705162579812e-5,-5.9992445954341717e-5,-8.619266008944883e-5,-6.345061522641901e-5,-8.090612304766791e-5,-3.383044071235507e-5,-1.65334252505337e-5,-1.2775010031954597e-5,1.1002761699829002e-7,1.2076222355329945e-4,1.4620265157610373e-4,2.479134062446148e-4,8.570569521951019e-6,6.771124698384733e-6,7.582253558706299e-5,-2.1423695627272762e-5,2.7150021251735647e-5,-1.039775012231435e-6,9.328202587789073e-6,-3.4977375743203947e-5,6.940921577523936e-5,-5.002891283596606e-6,-1.9172627854756525e-7,-1.204421522716589e-5,4.083658196581969e-5,2.333537518090874e-5,1.3818444333435065e-5,-1.4965763401723241e-6,6.28547042531606e-7,-6.173622226360638e-6,-3.502690447915666e-6,-3.552430777340402e-6,7.630078593455442e-6,-5.139128829657195e-7,9.545014269440947e-7,4.925552058503522e-6,1.7660915570528352e-7,4.531826319333602e-6,3.111952429580991e-6,-3.306513498522135e-6,1.428933460889868e-6,4.591068641309053e-6,-4.050150803794981e-6,2.7113840493471163e-6
-7.291522498303855e-4,-6.798898918067072e-5,-9.369689517904757e-5,-6.189972115828719e-5,2.4009369685242227e-5,3.119252227841431e-5,-7.535698937296516e-5,-4.479682453470442e-5,-7.270004760114392e-5,-8.040718271766612e-5,-1.0746353806130993e-4,-1.5955685869073694e-4,-1.2683704053008502e-4,-1.3034578095994065e-4,-7.586605414293629e-5,-1.6473736995947763e-5,1.299450470401044e-7,7.607782740918878e-5,5.892673162613749e-5,8.570569521951156e-6,2.1224258389177284e-4,7.229403298484552e-6,1.1151020813032146e-4,-7.201151294497418e-6,2.243980985209815e-5,-9.783910981559286e-6,2.2485521314487698e-5,7.739974827889635e-5,4.0527434948613015e-5,-2.0073724843847723e-5,5.061560591389775e-5,5.2053756880703e-5,1.0690681051548564e-4,9.773617301056688e-5,-6.1854131973282604e-6,6.624183121096426e-7,5.575630936604137e-6,-5.519304331931591e-6,3.1104600452749235e-6,-3.919751078263652e-6,2.302526310902673e-6,-1.7529335819590178e-6,2.3489267133825761e-7,-2.3121678874557276e-6,1.3952700156961971e-6,2.4670849507506333e-6,3.770546538635323e-6,2.8670430529091054e-6,3.8731838504178965e-6,1.8172221778104253e-6,-2.5881528909005052e-5,-3.6467208975812358e-6
-0.0011256866582766843,1.868176213540615e-5,7.974070515935322e-5,1.0000735548687146e-4,1.5138434302045656e-4,1.0781550679251717e-4,1.139072668663059e-4,1.3134410933545706e-4,5.8612054825995395e-5,9.081135773223279e-5,5.894871392718857e-5,-5.542889045324086e-6,3.695330187933186e-5,3.37909423221118e-5,-2.7455452196162192e-5,-2.9012909482695914e-6,2.2969673125226203e-8,4.3854085218156015e-5,1.8644255525203217e-5,6.771124698384738e-6,7.229403298484429e-6,1.934306392212872e-4,6.288936694883673e-5,-2.0119641563758846e-5,3.632466109174666e-5,-2.916630790551267e-5,2.3496566758524596e-5,-9.231649844108013e-6,6.289332509187155e-5,-4.393759742396568e-5,-5.745201658007651e-6,1.7256790835171626e-5,3.9281419149239594e-5,2.126644385343076e-5,2.370592641912528e-5,-9.200671357733324e-7,-8.204761802456298e-6,7.390145123029086e-6,-6.83343399387853e-7,-1.8623641522625782e-6,-9.73278878656648e-7,2.818376120324052e-6,1.5845820448261944e-6,-3.8224620498805405e-8,7.137982860812428e-6,2.229599321439185e-6,2.555054134292173e-7,-1.0696808937400634e-6,3.574351600579532e-6,-3.430999193008318e-6,-1.5633492640574186e-5,-1.1247259944612489e-5
-0.0013006873078160836,-8.395171782275151e-5,-1.606184685808334e-4,-4.521912018325429e-5,7.416232295495804e-5,-1.7245904803398937e-5,-1.382388458131022e-4,-1.0890908402880733e-4,-1.784885744055932e-4,-1.6102580230101834e-4,-2.510064384988382e-4,-2.8644015190724866e-4,-2.504495166961482e-4,-1.441897852679036e-4,-2.966088135725196e-5,-2.516718896883793e-5,2.0675640550768652e-7,1.8040536455302578e-4,1.7676031217218706e-4,7.58225355870629e-5,1.115102081303214e-4,6.288936694883671e-5,3.6650090412269524e-4,-4.750056096810464e-5,5.390372022757595e-5,-3.546797012021157e-5,4.685952092661863e-5,5.158478851068847e-5,1.5622541976930933e-4,-8.48913464605312e-5,4.9267165147632665e-5,4.7319482699459375e-5,1.3547316226468148e-4,1.2493275871067246e-4,1.806059081229533e-5,-2.0536441867127233e-6,-6.3789140075893856e-6,-3.0452834323836117e-7,1.1463350014190769e-5,-3.3286002064131423e-6,3.563306647250665e-6,4.021075845774298e-6,1.250897311403302e-6,3.0530566574645788e-6,3.47016247871764e-7,8.269109009236174e-6,3.058654107911666e-6,-1.0422316572699585e-5,-4.554045617078481e-6,8.358092941084035e-6,2.241719808435761e-6,2.4299095720104158e-6
2.0450743673050033e-5,3.341231532036523e-5,6.673843252813925e-5,3.019596608041849e-5,-5.431586259679471e-6,6.842471550697654e-5,4.8095323965865825e-5,2.5626238983311264e-5,4.137637331573673e-5,4.087680551822482e-5,5.329246684347412e-5,3.3648595181902244e-5,4.128912772939199e-5,4.61192636663002e-5,-1.1354578444058787e-5,1.101112621337209e-6,7.1828641296695775e-9,-3.620285393724175e-5,-2.7120999759599134e-5,-2.142369562727279e-5,-7.201151294497401e-6,-2.0119641563758857e-5,-4.750056096810469e-5,6.890066221328522e-5,-2.1622462402315725e-5,2.1267446838367548e-5,-6.6221666568492455e-6,1.1263115695864243e-5,-4.337483473119925e-5,3.2675264941654446e-5,-8.339079497692382e-6,5.992306057100699e-6,-1.509244544718723e-5,-3.2912290040137245e-5,6.779527013404777e-6,1.5880926220283424e-7,-6.653961293118197e-7,1.5111890246534e-6,1.3921869086883078e-6,3.25959541918644e-6,-1.7699671580488173e-6,-2.6784707742226214e-6,-1.5263167670196252e-6,3.884516522204966e-6,1.1365951862297703e-6,-1.5571345799425707e-6,-1.8960066405415612e-6,3.145910561414785e-6,6.572716872653812e-7,-2.0775344601908e-6,-4.801625244750767e-5,3.3947049846741567e-6
-2.7179171229388535e-4,-1.0348060426517725e-5,1.3624262774567468e-5,1.4067325411832545e-5,8.854050457112516e-5,1.6889422121025777e-5,3.2408563194210844e-5,3.522048097424138e-5,1.8972801379224313e-5,3.2949378874051794e-5,1.8723146762992144e-5,5.834424935690906e-6,1.076696793665177e-5,2.0337558151792304e-5,-2.1787065379916982e-5,-8.64103139485112e-6,8.077292960807528e-8,4.9407875006950986e-5,2.9432071804566317e-5,2.7150021251735664e-5,2.24398098520981e-5,3.6324661091746646e-5,5.390372022757594e-5,-2.1622462402315752e-5,9.725888511803339e-5,-2.1603682291879234e-5,6.783441766162313e-6,4.563896662630215e-6,5.2132278407409196e-5,-3.716236049748422e-5,-2.2051698353495333e-7,1.154985723044199e-5,3.788031819165318e-5,2.4748214743394925e-5,1.5033007940903665e-5,-1.098567926374215e-6,-2.9982450815107663e-6,9.96231083945177e-7,1.4034850825716586e-6,-1.6056100758393035e-6,4.554553026348354e-6,-2.6604743164444964e-7,1.6232491861461298e-6,3.004127849121421e-7,-3.876728894814906e-6,3.877753366298219e-6,2.1182578732340793e-6,-3.902250149207422e-6,-1.5719596476964055e-6,-2.1578137772252629e-7,2.1559545221526443e-5,7.616511487086615e-6
-2.9553996767010127e-4,2.2333815799814388e-5,-5.347594198218526e-5,-3.135783498102931e-5,-1.322887735934545e-5,2.785770684498896e-5,-2.1711682968117833e-5,-1.6250796031879602e-5,-1.7796816667809743e-5,-3.088190410400457e-5,1.248849118059664e-5,-2.5746469004280583e-5,-1.8817506205673346e-5,-1.0167407640880066e-5,-1.9754899738988355e-5,9.3857482907067e-7,4.488422802852059e-9,-1.267700409924966e-5,-2.5306227768217045e-6,-1.0397750122314259e-6,-9.783910981559318e-6,-2.9166307905512676e-5,-3.5467970120211585e-5,2.126744683836753e-5,-2.1603682291879228e-5,7.801014138011108e-5,-2.607272801295526e-6,4.4597514320423305e-6,-3.5199882262647006e-5,2.777090966656579e-5,-3.0223752770476664e-6,1.4471417392135341e-5,-2.170728307613268e-5,-1.0095942168346463e-5,1.119187067645665e-5,3.2019732464124555e-7,4.443579379873615e-6,-2.317948164351627e-6,4.4485580089786705e-6,2.2682108057834897e-6,1.350873202572557e-6,-3.1204918258328006e-6,-1.843017144392154e-6,7.535338580730108e-7,4.128457188978911e-6,-5.223245416274332e-6,-3.6343510476581255e-7,-2.8301390637197677e-6,5.152435635531629e-6,-4.3831139956801596e-7,-5.011985000031169e-5,-6.748899139198882e-6
-8.312244530836484e-4,-1.3259662701573559e-5,-2.6555807784228385e-5,1.182884637003935e-5,1.680265156665248e-5,-1.7743148098459914e-5,-6.315362473958046e-5,-1.8157243559282242e-5,-2.2290686408656807e-5,-2.3223462453790354e-5,-2.5687622786618646e-5,-9.761985833667553e-5,-3.721270366447137e-5,-4.1783639658403444e-5,-6.3590349469592664e-6,-2.607276493694664e-6,1.8082244361770344e-8,3.5885631027595655e-5,2.946641228561572e-5,9.328202587788988e-6,2.2485521314487725e-5,2.3496566758524592e-5,4.6859520926618634e-5,-6.622166656849249e-6,6.78344176616233e-6,-2.6072728012955204e-6,6.103495291562604e-5,2.440781410176674e-5,1.6005857624719278e-05,1.1550614402365159e-5,1.8394262653658036e-5,1.4992188103617477e-5,4.980171453947141e-5,2.1348569494790484e-5,1.1393213680440273e-5,5.990561958348476e-8,4.557543066794912e-7,2.4472477622363824e-7,-5.025311198467214e-7,-1.6229511333079425e-6,1.8787146169826965e-6,-3.1439042954507106e-6,1.6842729623706344e-6,-1.7181222270731832e-7,-3.9114189776222795e-7,-1.3712494701078258e-6,3.095989398492994e-6,1.661769300240487e-8,4.540582248260533e-6,3.5895380383791363e-7,2.1532086663581608e-5,-3.948588065084719e-6
-0.0021440161449597954,-6.541243123748912e-5,-1.5518643237122013e-4,-5.493440152633856e-5,-4.6642192178344166e-5,-7.665502402089178e-5,-1.5403275874079984e-4,-1.7406265293710545e-4,-1.5976574549171957e-4,-1.0627171070199152e-4,-6.09974983730906e-5,-1.292774397006415e-4,-8.43549427367458e-5,-9.311159471773765e-5,-6.146327166249314e-5,-1.1384244002171398e-5,1.016389202805236e-7,8.885847828996864e-6,7.857223157941613e-6,-3.497737574320399e-5,7.739974827889628e-5,-9.231649844108057e-6,5.1584788510688404e-5,1.1263115695864224e-5,4.563896662630232e-6,4.4597514320423475e-6,2.440781410176673e-5,2.2652808209182545e-4,-7.939225855487419e-6,6.115928796197862e-6,1.8827054316032423e-5,3.0113859417796583e-5,7.119883856739618e-5,3.6301176234300763e-5,1.6170970330577833e-5,1.1197982472892958e-6,4.922923908796336e-6,1.5166617968506976e-6,1.7026138069582317e-5,-2.309474359706565e-6,1.167954452151664e-6,-3.1300629821640907e-6,1.2134018778790487e-6,7.346372426018096e-7,5.792706593319089e-6,-6.6585397547809016e-6,4.737382740718524e-6,-2.3285934141059546e-6,9.324091566284791e-6,6.735046653390875e-7,-7.402359230183756e-5,-7.805406047325899e-6
3.5059970450037063e-4,9.589104608083976e-6,5.989514398229178e-5,8.962594685735397e-5,1.290643979895543e-4,7.64668501459612e-5,6.0886306355858534e-5,8.644460943708733e-5,6.110994170708461e-5,1.0160346390742836e-4,3.208748427920311e-5,5.4556778522311265e-5,7.228031140425935e-5,7.896267709965622e-5,-3.0265050463551004e-5,-1.0617566525712274e-5,8.24585383585606e-8,1.211872978479547e-4,8.196790844304557e-5,6.940921577523934e-5,4.0527434948613035e-5,6.28933250918715e-5,1.5622541976930944e-4,-4.337483473119928e-5,5.213227840740916e-5,-3.519988226264701e-5,1.6005857624719295e-5,-7.939225855487436e-6,2.455476218273196e-4,-7.903037225376921e-5,3.041627471803231e-5,-1.4497615503502543e-5,4.8498811531041445e-5,8.617861824673133e-5,-2.2902595030046992e-5,-1.008963545903615e-6,-6.329234694390256e-6,5.468615261692914e-6,-5.02305165097021e-6,-2.3786228156313426e-6,4.046323728594911e-6,5.0499653879334335e-6,-2.4160229909260226e-6,-4.5188268696335465e-6,2.081318731444156e-6,9.815534184638033e-6,-4.516837566265591e-7,-7.305538482153335e-6,-4.2794615202308525e-6,4.608654013917074e-6,-1.9757470059836304e-5,-6.4100369507356964e-6
0.0023249366856042744,-4.650346647826987e-5,-1.2275810076358922e-5,-4.4729538246192176e-5,-1.206025980797302e-4,-1.5896823175035355e-4,-1.1187312690230478e-4,-7.634814897503535e-5,-1.1201090005230586e-5,-1.7110250536347887e-5,2.9914090646784756e-6,-8.290020507524137e-5,-6.960432747136686e-5,-5.488285917214985e-5,3.0063955492280918e-5,9.333039653193735e-6,-6.313074462426499e-8,-5.113439737298876e-5,-3.928307865970122e-5,-5.002891283596542e-6,-2.007372484384776e-5,-4.393759742396568e-5,-8.48913464605312e-5,3.2675264941654446e-5,-3.716236049748422e-5,2.7770909666565758e-5,1.1550614402365206e-5,6.115928796197787e-6,-7.903037225376919e-5,2.2518111195712225e-4,1.0571083121731995e-6,-2.8329605432609858e-5,-9.902846367835225e-6,-6.159782738062765e-5,6.72993196028949e-7,9.552419389874738e-7,3.575537401801379e-6,7.907660043119422e-7,-5.53384805709508e-6,6.207908151161491e-6,-5.574495775492144e-6,-2.9051816126218746e-6,2.0470777137536474e-6,5.398713187120024e-7,-8.913895409557273e-6,-3.815462923547119e-6,-8.946383285551093e-7,4.055735139008652e-7,-6.163887533250545e-6,-2.1456623077683637e-6,-5.895648962577034e-5,-7.4408979313915075e-6
-2.7012025848821623e-5,3.0120733113273344e-6,4.9462603153674604e-5,5.440511994801757e-5,6.593062971139367e-5,5.2935518622936724e-5,2.5629479524761687e-5,2.8389038389796532e-5,4.4749446594746306e-5,2.7213424302483423e-5,1.1989980788973254e-5,2.8612565287662908e-5,2.2618475756766945e-5,4.770195077937185e-5,-1.12676557426269e-5,-3.7097124634539832e-6,1.6011566365615864e-8,3.748515432794655e-5,1.6275287292339592e-5,-1.91726278547623e-7,5.061560591389774e-5,-5.745201658007621e-6,4.926716514763263e-5,-8.339079497692388e-6,-2.2051698353495534e-7,-3.0223752770476584e-6,1.8394262653658053e-5,1.882705431603243e-5,3.0416274718032243e-5,1.0571083121732304e-6,6.764074478481003e-5,1.355010605861885e-5,3.675682420731258e-5,3.85441409311505e-5,-1.5976845016383835e-5,8.763608671031403e-7,1.8460747953909755e-6,4.4206008782910245e-7,-4.4318521804437654e-7,9.916381732133456e-7,-1.1586606359665703e-6,-1.8604266053343517e-6,-1.0980917580937288e-7,-2.3243857958438942e-6,-1.4330761046765917e-6,3.75392884822534e-7,1.8894978986968825e-6,-8.054984599493159e-7,8.492686246883788e-7,2.258944541350196e-6,-1.5140945426225552e-6,1.8663056729472281e-6
-0.001961332657385198,2.718313271518555e-5,1.760009786384739e-5,5.7937859867731614e-5,7.984788684662501e-5,1.064952088955223e-4,1.9630321977583142e-5,4.009041185831555e-5,5.07659234766856e-6,-8.07942946523249e-6,-1.715613291709592e-5,-9.298831619358496e-5,-3.6507031313897243e-05,-2.9120901975458884e-5,-6.030520196887058e-5,-8.815310389613393e-6,8.66611066484142e-8,2.575470787062506e-5,1.976048460145706e-5,-1.2044215227165776e-5,5.205375688070295e-5,1.7256790835171582e-5,4.7319482699459395e-5,5.992306057100692e-6,1.1549857230441985e-5,1.4471417392135341e-5,1.4992188103617473e-5,3.0113859417796542e-5,-1.4497615503502521e-5,-2.8329605432609804e-5,1.3550106058618824e-5,1.1414691775157675e-4,5.3969726764029496e-5,4.116282693782076e-5,3.081970749518727e-5,-1.5351824443154182e-7,-3.2341220569927786e-7,-8.631230119728502e-7,3.110651967002077e-6,-1.914491511054978e-6,-4.0066801071543863e-7,-3.1016317810880995e-6,1.189760737178919e-6,1.6724312662963582e-6,-1.2196038915609427e-6,-2.14576119933646e-6,5.017826346990384e-6,6.457124962673282e-6,9.62707211607404e-6,-1.0099923307657103e-8,3.426000052094484e-5,-2.66737007530275e-6
-0.001142270974139363,-4.5068061391443445e-5,-1.3893054726549266e-4,2.5245084112967333e-6,2.120035263509898e-5,2.92328224321312e-5,-1.0506827967234678e-4,-9.441321991057851e-5,-1.0068631119306068e-4,-1.1271477734016819e-4,-1.1415355864954861e-4,-1.659575438501851e-4,-1.0133743958762988e-4,-9.496823490736914e-5,-6.814713148801711e-5,-1.3581129844692221e-5,9.105645062140186e-8,8.373478736240483e-5,8.992175703022207e-5,4.0836581965819766e-5,1.0690681051548575e-4,3.9281419149239594e-5,1.3547316226468159e-4,-1.5092445447187239e-5,3.7880318191653184e-5,-2.1707283076132688e-5,4.980171453947147e-5,7.119883856739618e-5,4.8498811531041445e-5,-9.902846367835257e-6,3.67568242073126e-5,5.396972676402946e-5,2.2293941668555004e-4,8.177570491074799e-5,2.0670837687589915e-5,2.32672336018772e-7,3.531772953517191e-6,-1.6665906371091676e-6,6.071951318411732e-6,-3.1460263541450456e-6,1.1745685101430726e-6,-2.7998674121510993e-6,5.451932660927055e-6,-1.8955307279964223e-6,-5.612624975295868e-6,1.7305834139535082e-6,4.681244441849026e-6,-2.538003896059092e-6,9.505286568575804e-6,4.633026514593308e-6,-6.4382002743885e-5,-2.551917645026827e-6
-8.756766838873179e-4,-3.405861404137445e-5,-7.586844886182199e-5,-1.0095300195167443e-5,-1.0104531874816244e-5,1.3078455966714365e-5,-2.3587313433385728e-5,1.4016561600823516e-5,-3.60703875252857e-5,-8.891978629366705e-6,-3.951720741271996e-5,-7.463214314988374e-5,-9.434486137533173e-6,-3.946146149902691e-6,-5.953819944842209e-5,-1.1162911672535872e-5,7.19117493284042e-8,9.443311064302966e-5,6.523302408141917e-5,2.3335375180908614e-5,9.773617301056684e-5,2.1266443853430714e-5,1.2493275871067256e-4,-3.2912290040137245e-5,2.4748214743394932e-5,-1.0095942168346488e-5,2.1348569494790436e-5,3.6301176234300763e-5,8.617861824673138e-5,-6.159782738062763e-5,3.85441409311505e-5,4.116282693782075e-5,8.177570491074803e-5,1.596226447309814e-4,-4.276006542740327e-5,1.2639138658158565e-6,-7.950000385503377e-8,-2.059568727844054e-6,6.6996373918411e-6,-3.051440274022705e-6,2.953327498161245e-6,2.54530401776342e-7,-1.3477639445723833e-6,-3.7821960330693083e-6,-4.361799749987406e-6,3.3836388849085675e-6,2.2436833707351927e-6,-3.4054677017869282e-6,6.534833791301895e-6,5.023483802388342e-6,3.101241394134198e-5,-3.6524047731769187e-6
