(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,water1,air1,healthcare1,security1,social_support1,respect1,education1,interesting_activity1,recreation1,occupation1,freedom1,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_water,country_average_air,country_average_healthcare,country_average_security,country_average_social_support,country_average_respect,country_average_education,country_average_interesting_activity,country_average_recreation,country_average_occupation,country_average_freedom,gdp,growth,government_effectiveness,democracy,social_protection,importance_rich,personal_income:importance_rich,importance_rich:relative_income,importance_rich:gdp,importance_rich:growth
13.393181847256484,-0.004729309076504533,0.013090501121917694,0.03647598260303786,0.017359539917542927,-0.0024548030291267186,0.025553918489677967,0.028170626778335536,0.049276139278087966,0.06310047513499073,0.07775904202525995,0.052078945569936086,0.050843748677520194,0.08872998836958317,0.0054956692658679526,3.0624523758236695e-5,2.247151948508419e-6,0.0021208010810113624,0.004704660700231703,0.012240666978753898,-0.014361406377624812,0.0017751499517000824,0.0021087877678972445,-0.0022113602731865713,0.004409457254079973,-0.008287216484588954,-0.004381813132788771,0.003682921875567277,0.017005342740051648,0.008494733391439874,-0.004631508426541492,-0.008330816412411101,0.0020168450161378313,-0.014860410560599668,0.06860991373507112,-0.0010050234486476083,8.063216842971178e-5,0.0010811103646817136,-0.0031455687146283,-0.0019102721586345902,7.537407782891158e-5,0.0036103317373913668,-0.0020524380349913494,-1.500572611417572e-4,-0.003552848342616973,-2.04366516911439e-4,2.2951702911005268e-4,5.085400108568371e-4,-0.0038914209780822073,0.002112471201781585,-1.3731992566907252,-0.016472066681074506,0.07784029216201427,0.016370844546756674,0.004504302508192106,-3.262463929641787,-0.022236189240436244,2.0751279328018788e-4,0.35105361998774914,0.005125450275961258
-0.004729309076476521,0.0023738021074164966,0.0019858935378274404,0.001756384917330476,0.001938374631502662,0.00262886957151332,0.001966554356816373,0.002299326547287277,0.0021496939479091186,0.00244434741314103,0.0027781097055072264,0.002011319991908671,0.002165954047751178,0.002272942697635323,-1.286085023390488e-4,1.704068318199659e-5,-8.749721203054562e-8,-1.1602439877157278e-4,-1.7967364310950514e-4,-8.646885673167216e-5,-4.5452695376669574e-5,7.515161526987481e-7,-3.868260387322216e-4,1.5049597763312848e-4,6.0291198814986775e-5,1.2492187028821064e-4,1.0194207374632087e-5,-1.0480897012988422e-5,-5.703941501858427e-5,2.525916122592456e-5,-5.0621508990711824e-5,1.0102428681393618e-4,-1.1846924783875205e-4,-1.2005342052865432e-4,3.0407292279674826e-4,-1.9250598163838303e-5,-3.755906144100234e-5,4.6845651596666146e-5,-5.153292539513621e-5,-4.202227774060668e-6,7.602506216325719e-6,1.2391029149964296e-5,-2.2212132693854714e-5,-1.7880030504451922e-5,8.957798906494147e-6,-8.246383608555715e-6,-3.37080395249985e-5,4.14071340248709e-5,7.063028606020362e-5,-5.9781252959944985e-5,1.5928411937360414e-5,-2.947786861060108e-4,-2.618983212771989e-4,-1.943093390653351e-4,2.4766396039574487e-5,9.734581050775787e-4,-6.861595540727629e-5,5.668152689203143e-6,-3.0323342529315476e-5,7.865936725705957e-5
0.013090501121937919,0.001985893537827432,0.003563879900199733,0.002335120057233382,0.0026476463846470616,0.003273951175571015,0.0028582898094975146,0.003203296149001414,0.003129067844089718,0.003369123055712797,0.0033944279535691804,0.0026717548067230583,0.0027345626305270206,0.0028361170132635235,-1.1579890011984582e-4,-5.332303433763361e-6,1.4659444753337961e-7,-6.68421494731143e-5,-1.8753843125776743e-4,1.380923151107509e-4,-5.717627585718218e-5,3.44752869977329e-5,-4.718008685912327e-4,1.238218043938514e-4,1.7742969180276367e-4,-8.26206900662247e-6,-1.729277481336366e-5,-1.8126723078293653e-4,1.130353729080275e-4,-7.470875034185255e-5,-3.003333479568992e-5,8.071465682464805e-6,-2.719049026921676e-4,-1.488443728072775e-4,2.012245043733234e-4,-2.348597840555152e-6,-4.473033972367828e-5,6.980613348770527e-6,-5.975346262622285e-5,-3.057228236026619e-5,6.139573280639749e-5,1.1396644541640088e-5,-4.973646633492748e-5,9.752293712884047e-6,-2.0577832590084055e-5,8.36739497717427e-6,-1.823010436416985e-5,6.066443198525225e-5,9.889913630411291e-5,-7.175165023177601e-5,-0.001741422517245925,-5.046296857255184e-4,5.961970240743141e-4,-9.033566095028153e-4,3.1523387523124026e-5,-0.004360509053737206,-7.501093168101146e-5,5.768663223467777e-8,4.8822517167028666e-4,1.4415214847933875e-4
0.03647598260309085,0.001756384917330485,0.002335120057233415,0.003118565295130987,0.0029425753543636866,0.003620928788508418,0.0029348098758601917,0.0030072595368931497,0.0031650855690769785,0.0031756361615536,0.003341568024288726,0.002906991003749144,0.0030499740361222163,0.003167361941487702,-1.3701511015479494e-4,-3.744482957048547e-6,1.5106620925365355e-7,-8.154485745775443e-5,-1.8431138683195562e-4,-4.250252714962831e-5,-1.594169569307695e-5,4.297363940317074e-5,-3.539583525946246e-4,6.822647737741977e-5,1.1905999256539154e-4,5.380388500139279e-5,6.0577970107349635e-5,-8.42694279558393e-5,7.186247171078271e-5,-2.1474435642576908e-5,-4.9043673122510535e-5,1.6559188762409774e-4,2.4596862288126732e-5,-1.887779853458323e-4,1.8729196233651694e-4,-3.6157452847588656e-6,-3.715342976104898e-5,3.9404323204204574e-5,-8.845301486830769e-5,-3.168407794433271e-5,2.387331973388835e-5,2.2211571967032647e-5,-2.6533776622289852e-5,3.580553738139083e-5,-1.1231231126118291e-5,7.600246170649115e-7,-2.908865129436058e-5,8.16080522862167e-5,1.0385146693267756e-4,-4.313292737906176e-5,-0.004822245167639617,-3.565297342217556e-4,0.001147692633003821,-0.0011437821828290523,3.722559818717379e-5,-0.008290002407489292,-3.497615704242771e-5,7.713587039095797e-8,8.613337114996802e-4,6.719266372991595e-5
0.01735953991755714,0.001938374631502645,0.0026476463846470634,0.0029425753543636155,0.005416758035814475,0.004578913442121607,0.003529029577581259,0.0035820443873183826,0.003684775321839297,0.0035726401162287013,0.0035684047058140134,0.003293606797858569,0.0029351296497336474,0.0033387750424024565,-1.6398830481769428e-4,-3.8815625558880636e-5,4.581679224270897e-7,3.322442652248806e-6,-3.0577687956624247e-5,6.844027690745034e-5,5.147320616136218e-5,1.488701197826539e-4,-1.3125814042350218e-4,-1.2844021840864806e-5,2.9009689338370474e-4,6.135954582332644e-5,5.1146354725568656e-5,6.501991245621537e-5,1.4252164461374826e-4,-1.9432989822694386e-4,-1.715793319796808e-5,1.6862762925782586e-4,3.347186242048343e-5,-2.4535596661420377e-4,4.657326091642119e-4,-2.0968146317133268e-5,-7.099841095102058e-5,4.194196891217777e-5,-5.755084600138817e-5,1.0455190114912243e-7,2.627835177623177e-5,1.7947066445695025e-5,-2.8162901768326558e-5,4.563513513455355e-5,-3.309305150873472e-5,-3.053859735025517e-5,-4.4459743492238095e-5,1.0485429121175619e-4,1.1864777916171052e-4,-5.98237694712875e-5,-0.002559347187471912,-3.9447390007621186e-4,0.00142141378166567,-0.0017372609660789636,1.5334983137751482e-5,-0.005663132805946304,-7.901399593518373e-5,4.1079077179211975e-6,5.159403715505558e-4,1.0243163788504795e-4
-0.002454803029066344,0.0026288695715133347,0.003273951175571057,0.0036209287885084164,0.004578913442121686,0.006342911687754428,0.004841735290756386,0.004755289335334308,0.004394517877179702,0.0045950247218066575,0.004826421162672912,0.004078610448758259,0.004133497640219154,0.004484544072863701,-4.907888278346999e-4,-3.8929148716274985e-5,4.167948652697769e-7,-8.108310260545919e-5,-2.0113593735354002e-4,1.602528884095769e-4,1.883780503645935e-4,1.1300557947473272e-4,-3.2625777713557957e-4,1.396888897739076e-4,2.0553704144948043e-4,1.2297602144263766e-4,6.233462534875298e-6,-9.40609188993076e-5,5.976245230230305e-5,-2.1118265787208263e-4,-5.8372196935751746e-5,2.77801846726005e-4,1.0249587558854531e-4,-5.261534343356739e-5,7.664448507112287e-5,-9.615175531592225e-6,-8.634969345357018e-5,6.639272696304348e-5,-1.256876418670119e-4,-5.062617189948732e-6,1.4487535709693367e-5,1.5705526210643472e-5,-5.178696436269498e-5,5.1506562927487845e-5,1.5074298318153032e-5,-2.3497033845733987e-6,-6.198377792101015e-5,1.3929141931534885e-4,1.563989036515052e-4,-7.692328319568665e-5,-0.0011021541954941974,-3.9068627891023747e-4,0.0016866583051074273,-0.0018335300995385322,3.703637965977929e-5,5.730968986977314e-4,4.64984579058251e-5,3.950777568360523e-7,-1.1227932829019e-4,8.682641885547397e-5
0.025553918489684812,0.0019665543568163357,0.0028582898094975146,0.0029348098758600807,0.003529029577581282,0.004841735290756317,0.005288684801619932,0.004540240886701309,0.004392525582652855,0.004823577615870018,0.005033704861856221,0.004357314191466708,0.00447015009623345,0.00481008843005516,-2.343830887723303e-4,-2.543468983213522e-5,2.3489603960864825e-7,-2.7681755725329546e-5,-1.247483292600788e-4,9.188290805191169e-6,7.300703550571752e-5,1.290370170821982e-4,-1.850931946462186e-4,1.1482971934560245e-4,2.1843417915005272e-4,-4.5052159912166206e-5,-5.469657541669852e-5,3.74126763925288e-5,1.3158845384442857e-4,-2.123045865151082e-4,-2.9147366521638334e-5,7.478037516905655e-5,5.964902274364964e-5,4.310720231573284e-5,-2.464264932025227e-4,1.4874840860074373e-5,-5.278494835414597e-5,5.711659528388861e-5,-1.0141184472285558e-4,2.9361355345173993e-5,-2.4977173847004588e-6,4.5001748582652434e-5,-8.906483362113573e-5,1.593996639316064e-5,-7.114354486616955e-6,6.456271478223475e-6,-6.260938153367889e-5,8.101555352433404e-5,1.3132915656312983e-4,-5.917929988795908e-5,-0.00322581149505233,-9.04801992562815e-4,0.0013784362213470612,-0.0021593516693807855,4.453529037136302e-5,-0.006525476701565888,7.043491301282631e-5,-5.731181976257461e-6,5.703935427323203e-4,2.7193521540286737e-4
0.02817062677838635,0.0022993265472872173,0.0032032961490013694,0.0030072595368930213,0.0035820443873183973,0.004755289335334193,0.004540240886701364,0.005157755877982255,0.0048089314228523805,0.005299760547958862,0.005473825740865816,0.004260960909978512,0.004461792280171612,0.004846526235782443,-2.9048367467307654e-4,-3.300953799207167e-5,2.752029758790079e-7,1.189362781759853e-4,-7.236933451261415e-5,1.608535746456935e-4,0.00019308396042474322,1.6704405091557455e-4,-1.7149505695925616e-4,7.354332753881922e-5,2.4894703165804014e-4,-2.5227753612230827e-5,4.500872946011016e-5,-1.287696850742013e-4,2.997435661969711e-4,-1.7410677498660166e-4,6.444133399369892e-5,1.1911577340530834e-4,3.1077059273690625e-5,6.990122345717875e-5,1.1291864645079405e-4,1.7981704817302026e-7,-9.146127612552034e-6,3.417431296572403e-5,-1.4675117263039528e-4,-1.8859545050969665e-6,4.892923038195056e-5,1.658472451325606e-5,-8.880116997354398e-5,-1.3262630979649358e-5,1.1011985482145988e-5,5.720328541848337e-6,-3.785704863290014e-5,9.007585015799398e-5,9.112544368599443e-5,-7.264274076219076e-5,-0.0032081220693345016,-8.612724093023275e-4,0.0011653234267210444,-0.00192979432261972,4.472038692398409e-5,-0.0062886150666567634,-8.89445093230142e-5,-1.1421602826727238e-7,6.825048730265983e-4,2.5102750621164397e-4
0.049276139278148993,0.0021496939479091035,0.00312906784408974,0.003165085569076887,0.003684775321839387,0.004394517877179625,0.004392525582652968,0.0048089314228524065,0.0057877379272406404,0.005868889501067708,0.0059586038483549235,0.005057306026136096,0.005171376207040453,0.005278572723421022,-3.0349676777100456e-5,8.040445079577592e-6,4.230580163736318e-8,-9.901804707764858e-5,-2.758105181699711e-4,-5.111239803297847e-5,-1.9104740250203412e-5,-4.8405615591857764e-5,-3.9564245562235585e-4,5.4406476289326386e-5,2.0389924260355758e-4,-4.194210338297226e-5,-4.010937119292483e-6,-1.5030262756422706e-4,1.8840737867538066e-4,-9.75522012071806e-6,7.843809393742065e-5,-2.895886979275234e-5,-1.1058915075593155e-4,-1.6410465516392776e-4,7.683882138786088e-4,-4.684485918954464e-6,-5.790289738008031e-7,4.731061117282283e-5,-1.5004188114963585e-4,-1.3417209741551416e-5,2.433589868845771e-5,2.8302598393817784e-5,-9.165420285755675e-5,-2.6463374064293738e-5,-4.2135120806335823e-5,6.2379114648763345e-6,-5.8201424292438356e-5,1.1251656442216382e-4,5.860182654877623e-5,-4.529263068832054e-5,-0.005114457211524456,-6.682320724263436e-4,0.0012718615169736848,-0.002149201501373014,4.6716310861561886e-5,-0.009988402841755617,-3.166954387139312e-4,2.240648735430412e-6,0.0012028901212552709,1.7817608642070287e-4
0.06310047513512378,0.002444347413141018,0.003369123055712839,0.003175636161553566,0.00357264011622887,0.004595024721806614,0.004823577615870259,0.005299760547959033,0.005868889501067925,0.006785375340377001,0.006890729578147096,0.005469940443842195,0.005692650417484502,0.005875011007736981,-1.3809288815413816e-4,-8.943754398082973e-6,1.5255056079233057e-7,-5.036383442316022e-5,-1.918127265184616e-4,1.9339610112670545e-5,4.350376587462421e-5,2.8840766210674387e-5,-2.3853122327052186e-4,1.1211357729244309e-4,2.354936746966279e-4,-3.2179895325506847e-5,-1.4390205437267254e-5,-5.2748127561378334e-5,3.5598011510199184e-4,-1.2173588263808419e-4,4.4106299804607614e-5,-3.153788745782606e-5,-5.9484534627636156e-5,-2.511206381544442e-5,5.406316845361978e-4,-2.6372877993960344e-7,-5.878139823363694e-6,6.387959409673126e-5,-1.8237738554913445e-4,-1.2195286607880879e-5,4.602047994704207e-5,3.7803052870669516e-5,-1.0516545495851705e-4,-2.1242933505528534e-5,-1.6863461919847317e-5,6.416285378756108e-6,-4.588681438943739e-5,1.042946028844738e-4,5.2626662418716085e-5,-6.373130857934138e-5,-0.006569802126675303,-6.367156868993581e-4,0.001278845533457598,-0.002195139524754954,5.0018076668498e-5,-0.013857845210134388,-3.0258018723011086e-4,1.759185620649799e-6,0.0016216328195367258,1.6072667986757506e-4
0.07775904202531327,0.002778109705507175,0.0033944279535691817,0.003341568024288562,0.0035684047058140746,0.0048264211626727555,0.005033704861856297,0.005473825740865753,0.005958603848354842,0.0068907295781467,0.007973675377524393,0.005823235031112261,0.006488804502116981,0.006385703665840766,-2.5740702628836723e-4,6.3426318205493736e-6,-1.4071240254413598e-8,-2.47114296079244e-4,-3.5625002438389807e-4,-2.5995511390529638e-5,-9.168034050983672e-5,4.011990908186747e-5,-4.4820156256614554e-4,1.7674353148968222e-4,2.1009604798697106e-4,-1.614106603889594e-5,-8.75580974675231e-6,6.237180060321174e-5,2.422541280566229e-4,-1.4158107271389256e-5,-3.982601528238531e-5,-3.064630053080454e-5,-9.271031433544085e-5,-7.160719591568479e-5,6.677443764785479e-4,-1.2408440165397626e-5,-1.6984683369462904e-5,1.03724366894472e-4,-1.709811453159886e-4,-1.6735288079740447e-5,4.416003637939102e-5,3.570801308603636e-5,-1.25988368435272e-4,-2.74301561374187e-5,-1.1563475029984069e-5,-1.1048479830444292e-5,-7.33754260813751e-5,1.1168236687148827e-4,5.1233396145569116e-5,-6.129030877628214e-5,-0.008099653843249807,-8.484415278027598e-4,9.759877592492081e-4,-0.0023952111967344126,7.777492715171774e-5,-0.017916617902587695,-3.123498873423619e-4,6.0772925683957545e-6,0.0019891268932292158,2.309634161957185e-4
0.05207894557000257,0.002011319991908609,0.002671754806723042,0.002906991003748998,0.003293606797858641,0.00407861044875815,0.004357314191466804,0.004260960909978489,0.005057306026136074,0.005469940443841903,0.005823235031112304,0.006420390523090748,0.005849823109131612,0.0056065954159518604,1.5754111201230346e-4,9.260281458031677e-6,-7.413953973678057e-8,-1.3521484405990417e-4,-2.525493008828444e-4,1.1018917140010677e-5,-8.623192931631143e-5,-8.60537242085476e-5,-3.4366601541252755e-4,1.1993417598646898e-5,1.9505388742003973e-4,-1.5861293181800606e-4,-6.589688477405169e-5,-6.2923016230583e-5,3.105400046660931e-4,-2.416579486622521e-4,2.4537840730794318e-5,-1.8381418178239382e-4,-1.6523983818217451e-4,-9.278754243476108e-5,-2.729800949322222e-4,4.5840711391929836e-5,-1.970965014311898e-5,6.905573097051152e-5,-1.591680096688757e-4,-2.5210635458533088e-5,5.912990203816257e-6,5.557673088500357e-5,-1.0851969930881059e-4,-6.474317596378565e-6,-3.9361674332726985e-5,6.148432469786546e-6,-7.715948509558426e-5,8.820608041179124e-5,4.703526860111504e-5,-2.7516366820713658e-5,-0.004388547796369068,-4.853467397564439e-4,0.0017175342410201135,-0.0023732426741843535,3.168991261052352e-5,-0.010516972894889518,4.147019519999045e-5,-1.4151229897500282e-5,0.0010152160744776565,1.6336762899375672e-4
0.05084374867739793,0.0021659540477510725,0.002734562630526966,0.003049974036121865,0.0029351296497335476,0.004133497640218802,0.004470150096233222,0.004461792280171089,0.005171376207039804,0.0056926504174834094,0.006488804502116235,0.005849823109130921,0.006834728817403341,0.0061903378732138855,-6.59405654855354e-6,8.806739790913453e-6,-1.3233843914482927e-7,-1.5611483808069968e-4,-2.8906956393888336e-4,3.855283385040864e-5,-2.2269398004100946e-4,-2.4666502713939843e-5,-4.508634128016865e-4,6.468722815252197e-5,2.086648415865047e-4,-1.329841588297924e-4,-2.6809655909815634e-5,-2.8622733092631787e-5,2.5620826132947765e-4,-2.559882785009649e-4,-2.0227109463185947e-5,-7.244363939008611e-5,-4.1423851760924575e-5,2.2285114627284726e-5,-6.121189032840679e-4,4.18511549776973e-5,-2.0383806508186174e-5,8.906575202074116e-5,-1.2892548176347048e-4,-2.6186139045067374e-5,1.3837527401988132e-5,1.9483334719245915e-5,-1.0319714233611245e-4,-3.0462615119188167e-6,-2.3421516788053013e-5,-4.5628009874003815e-6,-7.67297625456515e-5,1.1358922270713278e-4,4.630883458671448e-5,-1.6910871012260163e-5,-0.004781904637387285,-4.541377857324146e-4,0.0015446442843623505,-0.002733533643607327,6.507175432297886e-5,-0.011094498203408397,9.131688425739077e-5,-1.0185093739116052e-5,0.001012384372673663,1.3588927208016646e-4
0.08872998836940235,0.002272942697635154,0.0028361170132633856,0.0031673619414871635,0.003338775042402325,0.004484544072863293,0.004810088430054972,0.0048465262357818666,0.005278572723420306,0.0058750110077357524,0.006385703665839979,0.005606595415950972,0.006190337873213987,0.00710975271183239,-3.197652830870446e-5,-1.1751480412904235e-5,-3.569208984923897e-8,4.282970723034407e-5,-3.168352965062779e-5,1.2636604219168736e-4,-2.0251531258936851e-4,-2.153388840305806e-5,-1.9548683408428987e-4,5.209877433620621e-5,2.430277903876491e-4,-1.3200712969547171e-4,-7.242767305376146e-5,-1.2099982871517917e-5,3.0225232162673965e-4,-2.581546537127977e-4,7.838179042356931e-5,-6.598701070642077e-5,-2.9913400049068995e-5,1.7877911092154214e-5,-3.070302597368886e-4,4.0364636312322455e-5,-2.4816332679233107e-5,8.424303519317007e-5,-1.4799608290238386e-4,-2.0168214611600014e-5,7.968599699603064e-6,5.225383937450981e-5,-1.055039168161675e-4,-6.791545107370185e-6,-3.1200429593030094e-5,2.0702462199961412e-5,-7.644955317857874e-5,1.0361648144093758e-4,4.258308517716175e-5,-1.839506064685421e-5,-0.008843439987474016,-7.521594198077678e-4,0.002090809359014632,-0.002806684205820602,7.17905550729693e-5,-0.018827890858942986,2.1424768213450636e-7,-1.1651516427507297e-5,0.0018894117474683122,2.2520641515825569e-4
