(Intercept),year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,water1,air1,healthcare1,security1,social_support1,respect1,education1,interesting_activity1,recreation1,occupation1,freedom1,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_water,country_average_air,country_average_healthcare,country_average_security,country_average_social_support,country_average_respect,country_average_education,country_average_interesting_activity,country_average_recreation,country_average_occupation,country_average_freedom,gdp,growth,government_effectiveness,democracy,social_protection
-1.880553240429473e-4,4.853835044545147e-7,-3.0287696062566135e-6,5.929981037777492e-7,-7.852979661029696e-6,-1.1819279888185426e-5,-1.1899723552573244e-6,-1.8910580791339304e-7,1.2346347138456998e-9,7.668449072448633e-7,2.8959179583427627e-6,4.179375184775065e-6,4.178786517044982e-6,-4.5803456789824485e-7,-2.4331608742985613e-6,2.1389196025099788e-6,4.962955905776014e-9,7.342772325016537e-6,2.0542581739034125e-6,1.4145542591792659e-7,-6.388919703872069e-6,-1.469554451689468e-7,2.6104286457823807e-6,1.6078789788926222e-5,4.111137494766423e-6,3.5306008127076123e-6,2.635541053490437e-7,4.0639209704957426e-8,1.2997278513907443e-6,-7.558021183791418e-7,-5.013799113795538e-7,1.732819850796935e-8,6.512472380925829e-7,-4.4060535071788625e-7,-2.7656675583501993e-7,-3.7773284147354226e-7,-1.3872715439378633e-7,-1.2259349790083536e-7,1.9006184491631112e-7,4.2965070170377007e-7,6.723979383395067e-7,2.1048618637398393e-7,1.607811184575523e-5,-2.072331564464955e-6,-5.7443856894190014e-6,8.377380117995048e-7,-7.635376275721573e-7
7.297243100109403e-5,4.2381947580053085e-6,8.082715585352863e-6,1.061163597351155e-5,1.0035816901876381e-5,8.95315245542242e-6,3.3272778666506054e-6,8.975426063515091e-9,-1.7150963131932856e-9,5.2181170299486234e-6,-2.3502863356697654e-7,3.0206310668556762e-6,2.703937383271504e-6,-4.011583132329704e-6,-4.773305611404862e-6,-3.8980997301677557e-7,-2.2771313613631945e-6,-9.208768649033208e-7,-1.9465911729197315e-6,7.153892449855699e-7,-2.1278068663194978e-6,6.144137499749223e-7,2.0650718845139802e-7,4.1111374947664235e-6,2.6419762727149762e-5,4.264802100214527e-6,-2.619986277594949e-6,1.4452900010765006e-7,-6.819738269950589e-7,4.548260024596736e-7,5.035988923910844e-7,2.608218312854481e-7,-7.842711510416619e-7,1.0032992121373868e-7,-3.6314784607336813e-7,-1.6268658169894273e-7,-9.65270094258839e-7,3.4338544885089977e-7,-4.642065032104253e-7,1.1316435429562876e-6,-1.2493794803731027e-7,2.0237578762269683e-7,-5.859589889485444e-6,-6.282073492642668e-7,1.3803542285360964e-6,5.817790355153739e-6,5.264692234642276e-7
-2.307264831937343e-5,9.041657210609292e-6,7.234542793223171e-6,-4.427351756548376e-6,1.244249277493267e-5,1.3667305455992023e-5,-1.877772988798935e-6,-1.0696778910903909e-7,-1.1760081024831962e-9,8.552940935532744e-6,2.7390252861140335e-6,6.8943520212560825e-6,3.9659510803566434e-8,1.575459292169315e-6,4.626905009453156e-6,-4.971639832493084e-6,2.6253480988517986e-6,3.982395974705544e-6,3.870675107910965e-6,-6.3843275618187416e-6,-1.876265630293725e-6,-5.883498585193306e-6,-2.219282543523062e-6,3.5306008127076136e-6,4.264802100214532e-6,4.0341020245316856e-5,-6.589919871730354e-6,4.115554275915303e-7,-3.6164454297805805e-7,3.2300876129359357e-7,6.675264296072248e-7,-2.979404394016593e-7,-9.218641209001265e-7,-4.4659386853205827e-7,-9.179406798947225e-7,4.768170587010648e-8,-1.2758060789778645e-6,4.1945257029809484e-7,1.484649611692917e-7,5.919095057973085e-7,-6.259599125503722e-8,1.8528029531214432e-6,2.132094744358755e-6,-1.5053026188635395e-6,2.9803034130943408e-5,-1.4155301581185085e-5,2.1913919128761935e-7
-4.2276199608523585e-5,1.1833734002808986e-6,7.262846237866657e-6,6.7334056414460766e-6,3.563950723923837e-6,3.1671323576138106e-6,-2.0010476433247088e-7,1.7135380053936398e-7,5.574902575948563e-10,-2.2199902433187446e-6,-1.2704567103371422e-6,9.646405371443753e-7,-2.923224745827609e-6,1.8116888523049865e-6,3.192353697756948e-6,7.469103996889286e-7,2.494861347657867e-6,7.983207899037739e-7,4.24544984494265e-6,-1.1398309922190767e-6,-3.6530370530974605e-6,9.241517957598663e-6,1.307853684452484e-6,2.635541053490424e-7,-2.6199862775949466e-6,-6.589919871730359e-6,2.655371344565695e-5,-7.586851508630775e-7,-8.792508792632892e-7,8.646720647107846e-7,-3.7340698262827e-7,-3.281425960024147e-7,6.140633261552934e-7,-1.0532609980477945e-7,1.870941191527725e-7,-1.2913869258703094e-7,-1.5671145685036564e-7,1.3920856352227974e-7,3.7781382713947396e-7,2.912897305437937e-7,-2.712288076222241e-7,-2.090136320174523e-7,-1.4831697524514565e-5,-7.910339016954516e-8,-6.1672543998350395e-6,-4.024378153571546e-6,-3.0844092895630865e-8
-4.7431325419394377e-7,7.905840534535648e-9,-1.516269799315382e-7,-7.05695326084449e-8,-3.4712631863894845e-8,-3.3305986053614495e-8,-3.9696179917518676e-8,2.9578400934962145e-10,-8.473942648159463e-11,1.8318658333056295e-7,1.23697508019518e-7,7.034122121608933e-8,-2.896283148728549e-8,-1.2021581199707112e-7,1.6809026518221894e-9,-3.3561653457218616e-8,-2.463563469224106e-7,1.0424799739854648e-7,-1.4100577522371526e-8,7.7318357160973e-8,2.5733755433343375e-7,-5.0222462613617686e-8,1.8179011801256855e-8,4.063920970495739e-8,1.4452900010764993e-7,4.115554275915303e-7,-7.5868515086308e-7,3.572306827515473e-8,3.2914640120956416e-8,-2.7016553869825793e-8,1.9960728019016007e-8,-1.1380335635268545e-9,-1.997536095451579e-8,-2.9730215615371134e-9,-2.4453351593073095e-9,-1.1096704494527873e-8,-5.2787986909960745e-9,-6.454982370443983e-10,-3.782344698227484e-9,-5.199772169684755e-9,1.3539232078692492e-9,7.67532503454849e-9,6.73510767262848e-7,-1.9439878388706243e-8,3.5104469134873476e-7,7.26870683843694e-8,-5.304112006282972e-9
3.6684294052179466e-5,-3.0342749145220343e-7,-2.414981574903105e-6,9.98888872465277e-7,-8.744228985126251e-7,-3.8016422668005706e-6,-9.24967243158799e-7,3.916606796249746e-8,-2.6539775622432663e-10,3.133628164063659e-7,7.394111019796434e-7,4.898798587337736e-7,1.2754023450505317e-6,3.5114462446713226e-7,-2.3721608792363355e-7,1.8585205892931557e-6,2.1335402083133833e-8,1.6216623035697157e-6,7.579345173538083e-7,-7.366200710100632e-7,-3.100535506033144e-7,5.135996637085897e-7,2.4047290273852154e-7,1.299727851390744e-6,-6.819738269950613e-7,-3.6164454297805615e-7,-8.792508792632921e-7,3.2914640120956376e-8,1.9030212614769697e-6,-6.852722262599913e-7,-3.357805466715533e-7,-1.4563850939363632e-7,4.470345919454642e-7,-1.9497152138561886e-7,-3.2502334578334766e-7,-9.41184936409669e-7,-4.530184801846126e-8,-1.7773449936110609e-7,5.594926556684848e-7,-4.197171992796459e-7,-6.024674377616212e-7,4.2096404564325904e-7,6.1654578206744445e-6,7.931371978745067e-8,-5.468454568542315e-6,-1.5066449595352879e-7,-3.143203318360879e-7
4.0473477720332046e-5,2.068025920180116e-7,1.0333066837158302e-6,1.054046587485359e-6,1.0082472107301569e-6,3.4260663576055544e-6,3.6884319998188575e-7,9.738349851452298e-8,-8.106609297743446e-10,3.104138450466731e-7,5.7411161538156075e-8,-6.808881468410786e-7,-3.8973257400972505e-7,-1.623608457664236e-7,2.510011010095611e-7,-2.0018549987752783e-7,4.260217262035993e-7,5.885142201112335e-9,3.58116117725961e-7,-5.137587671176112e-7,7.28313222255338e-7,-9.295827288217248e-8,2.7176799696542215e-7,-7.558021183791425e-7,4.548260024596733e-7,3.2300876129359256e-7,8.646720647107869e-7,-2.701655386982584e-8,-6.852722262599917e-7,9.823388695880558e-7,-5.215389216669167e-10,1.9268895626161765e-7,-2.6845387405909073e-7,8.106745407936007e-8,-2.0917554112349175e-8,-9.874500414302256e-9,4.298243164541055e-8,1.0793854129199337e-7,-5.921666184902599e-8,2.1354459331543208e-7,-2.82270318529256e-7,-7.735608238142676e-9,-7.916381587352258e-6,-4.025189956294371e-8,2.198597711439221e-6,-3.542988936429701e-6,1.3980682367047438e-7
-7.203658908886944e-5,2.3156851860342057e-6,1.992386142016635e-6,8.389504305540535e-7,3.008802503874325e-6,3.885950251674685e-6,1.044560404608851e-6,-4.666008870204518e-8,3.620959345321087e-10,1.239405247127238e-7,-3.6697003345149087e-7,-7.943202283505434e-7,-1.3797616609060033e-6,-1.7910483501022117e-7,4.205892555968966e-7,-9.630741131203597e-7,-7.681906099191199e-7,-1.2249001416946027e-6,-8.216796104016803e-8,-2.675135143094985e-7,1.314673391030288e-7,-7.800331755740263e-7,1.0317480919268739e-7,-5.013799113795544e-7,5.03598892391082e-7,6.675264296072253e-7,-3.73406982628278e-7,1.9960728019016292e-8,-3.357805466715333e-7,-5.215389216693647e-10,1.0906862551429618e-6,-5.6867826331675094e-8,-9.104139041972726e-8,-1.4200457616338358e-7,-1.5681453485389666e-7,-1.9164686133189638e-7,-6.608839433207366e-8,-7.050750526944354e-8,3.569345045473285e-8,-9.022799185480497e-9,4.48856542248019e-7,1.8102186030567716e-7,-1.0344799765610719e-6,5.3197335102768e-7,7.172084322914026e-7,-2.38330436604188e-6,3.9632020318925865e-7
-1.4134603427573492e-5,-9.543399690787982e-7,-1.5422255337793599e-6,-4.7155346447237065e-6,-2.800937760157608e-6,-2.9080190306606367e-6,-9.317884792277145e-8,5.575294161918518e-8,-4.08298343283596e-10,2.0190449403025355e-7,3.8075532881443745e-7,5.78930385369031e-7,1.4333856663783616e-7,-1.3667591899256336e-7,-3.2435165032544444e-8,4.3479552780262664e-7,-3.064719972890874e-7,-1.6229229512791322e-7,1.5862494190336742e-7,-2.998109497800261e-8,5.17961710374652e-7,-8.222124869616611e-7,-5.05301981135754e-7,1.7328198507969776e-8,2.6082183128545174e-7,-2.9794043940165724e-7,-3.2814259600241555e-7,-1.1380335635268402e-9,-1.4563850939365657e-7,1.9268895626161982e-7,-5.686782633167605e-8,8.708322440898073e-7,-2.1144141382343e-7,-2.6036667369187943e-7,2.9513594812730586e-8,-3.5366679420270603e-7,-1.9022322808512388e-07,1.0180424833423932e-7,-6.963271695428047e-8,2.6318304748769774e-7,3.1735251479485353e-7,2.2994311214607702e-8,-2.025067063792106e-6,-6.483574959987407e-7,1.8232399536568225e-6,-2.4577735445765615e-6,-1.3472796769893816e-8
-4.468477042310681e-6,-7.820082069639926e-7,-2.248829979421035e-6,-2.2124245101837875e-6,-2.6937857375364533e-6,-3.749252786060677e-6,3.800328575009692e-7,-1.341214783357656e-7,1.367172233597509e-9,1.5742980828444636e-7,4.5542463767738344e-7,3.4023210048396145e-7,6.861827071731559e-7,-2.1545342568061667e-7,-5.556003326464537e-7,4.845329715214688e-7,7.038678215915156e-7,-3.0105124770126317e-7,-6.089958683681514e-7,-8.744156431466075e-7,-1.0759216189671746e-6,8.283445497167847e-7,5.623882631462085e-7,6.512472380925822e-7,-7.842711510416647e-7,-9.218641209001305e-7,6.14063326155295e-7,-1.997536095451571e-8,4.470345919454555e-7,-2.68453874059076e-7,-9.104139041972437e-8,-2.1144141382342078e-7,1.0045355598427861e-6,-7.712673429762682e-8,-1.514536313716422e-7,-3.257271659588224e-7,-2.3315455633793608e-7,6.981652223577418e-8,3.06329961043756e-7,-1.2060822861967525e-7,-4.7065449435823103e-7,5.3851985480862096e-8,2.7243292715049353e-6,5.077225981295043e-7,-8.863625652995506e-6,4.63593156417567e-6,6.26543149123482e-8
7.573528205495511e-5,1.5346861268343396e-7,1.7635502396127286e-6,8.62007279402559e-7,6.698984541547175e-7,1.774452939111755e-6,-6.312818490102818e-7,3.503305276463436e-8,-3.153681241986424e-10,-3.061945486417736e-7,-8.86743608040615e-7,-9.908874529481409e-7,-1.0055857632119285e-7,2.4005782354022505e-7,-2.8020455011404374e-7,3.484206696712517e-8,4.4527805748755314e-7,3.471853450696301e-7,-1.6817333312395776e-7,7.060250453025576e-8,-8.728535368243787e-7,-4.1160036853633064e-7,8.702368507218686e-8,-4.4060535071788646e-7,1.0032992121373917e-7,-4.4659386853205986e-7,-1.0532609980477789e-7,-2.973021561537151e-9,-1.9497152138559988e-7,8.106745407935841e-8,-1.4200457616338972e-7,-2.603666736918808e-7,-7.712673429763e-8,6.48942419341188e-7,1.4021154029438359e-7,2.4056956939425796e-7,1.1271521991377097e-7,2.1659729226451188e-8,-8.462742397594776e-8,-1.2456863054141397e-7,-2.632768751007059e-7,-3.6733619791638364e-7,-5.272294637038302e-6,1.2201690005321776e-7,-6.03882150166706e-6,4.867064761429111e-6,1.4894166300108008e-7
2.9789165276351228e-5,-5.066761657713347e-7,7.812631932821064e-7,-4.2366001268074e-6,-4.515506444023095e-6,-1.912281740775808e-6,-1.2489815002147186e-7,5.281895765058425e-8,-6.194550555430189e-10,-4.615117837030454e-7,-4.824805182005195e-7,-1.0995018627379762e-6,2.1745283649573005e-8,5.868595226131237e-7,3.741970288955517e-7,6.218305380301215e-7,-3.701835690136324e-8,6.502545243073667e-7,5.694041464828954e-7,1.174504535421816e-6,3.717557264372457e-7,-6.141345694360384e-7,-1.2906189578477784e-7,-2.7656675583501967e-7,-3.63147846073364e-7,-9.179406798947237e-7,1.870941191527749e-7,-2.4453351593073708e-9,-3.250233457833617e-7,-2.091755411234544e-8,-1.5681453485390074e-7,2.9513594812730245e-8,-1.5145363137164898e-7,1.4021154029438202e-7,1.1022569384762613e-6,2.830237996714638e-7,1.082173286403582e-7,8.812158203598803e-8,-1.221363393405447e-7,4.336847553669527e-8,4.268282935792114e-7,-9.257762687006165e-7,-4.77019622669131e-6,-8.22331574245297e-7,-3.038032007481783e-6,8.397406491881946e-6,-2.2943572630121855e-7
8.896716333913081e-6,7.648419074458155e-7,3.5198777379159895e-6,4.634404178613779e-6,3.483937124036079e-6,4.950740431441336e-6,-6.804271675060241e-7,-3.304045722410132e-8,3.134300855213986e-10,-8.057584729235189e-7,-1.1866055234733527e-6,-1.8857514882134663e-7,-2.740207796270102e-7,-8.898479350182207e-7,5.595137986793714e-8,-1.2970559856620553e-6,-7.4076457783137205e-07,2.012637098776515e-7,-2.482655443345656e-7,3.375882680067426e-7,-1.22993386374282e-6,1.2977401638552614e-6,-1.5690923125609838e-7,-3.777328414735409e-7,-1.6268658169894326e-7,4.7681705870109306e-8,-1.2913869258703025e-7,-1.109670449452785e-8,-9.41184936409694e-7,-9.874500414301645e-9,-1.9164686133188413e-7,-3.536667942027021e-7,-3.2572716595882555e-7,2.405695693942532e-7,2.8302379967146517e-7,2.53169932804273e-6,-1.0067939524966884e-7,-1.866666800190388e-7,-5.345797483431673e-7,-1.3612498926228849e-7,-3.1603964894904945e-8,-4.928183425573262e-7,-5.407489235161735e-7,1.313844177473657e-7,4.062617553624167e-6,5.578849466370703e-6,-3.1655960504355805e-7
-1.4547426047250124e-4,-2.419995541170661e-6,-4.5240762979953555e-6,2.6521893485151014e-7,-4.024650102826613e-6,-1.3965327570912064e-6,-6.290055759400455e-7,3.620820832388868e-8,-8.567950951813146e-10,-2.2754720649320595e-7,-8.33122494265383e-8,-6.965709014740529e-7,-5.371739656235397e-7,1.220663241443224e-6,-5.185835226386133e-8,3.795527880328139e-8,-8.964918567934664e-7,4.863774300154464e-7,-2.650773938132733e-7,1.4887268251755402e-6,1.1062344437493116e-6,-1.9381765810368713e-7,9.330083906666682e-7,-1.3872715439378768e-7,-9.652700942588431e-7,-1.2758060789778622e-6,-1.567114568503791e-7,-5.278798690995967e-9,-4.5301848018456314e-8,4.298243164540972e-8,-6.608839433209178e-8,-1.9022322808513245e-7,-2.331545563379231e-7,1.1271521991378444e-7,1.0821732864034694e-7,-1.0067939524967859e-7,2.6343482379737477e-6,-1.2217711102784185e-8,-1.8678359897229047e-7,-3.649291659764388e-7,6.99353136385564e-7,-5.031634809504499e-7,-2.7482008741185154e-6,1.0686363149500424e-6,1.4755265848234888e-6,1.0270079546409883e-6,-3.9123447814938774e-7
1.4648699862809937e-5,-7.410043478726306e-7,-1.2781832670320215e-6,-4.505170791512516e-6,-2.227213856931435e-6,-1.6249560941031905e-6,4.520295111528429e-7,-5.457268316394586e-8,4.9456063820750825e-10,3.065285846036698e-7,2.834456333185051e-7,-5.1453841314405105e-9,7.584385755710353e-8,1.1906130297567051e-7,-2.0835726471261268e-7,-7.037363921745446e-8,5.015176348120921e-7,-2.791386055015466e-7,-1.1779274542903422e-7,3.4375021398457313e-8,-2.874436286008652e-7,-2.2456872678950166e-7,5.948827874416902e-8,-1.2259349790083467e-7,3.4338544885089935e-7,4.194525702980958e-7,1.3920856352227863e-7,-6.454982370443763e-10,-1.777344993611124e-7,1.0793854129199305e-7,-7.050750526944083e-8,1.0180424833423754e-7,6.981652223577023e-8,2.165972922645266e-8,8.812158203598875e-8,-1.8666668001903933e-7,-1.2217711102769652e-8,3.5229161043718436e-7,-4.901859260304681e-8,4.794719605747674e-8,1.5784046042999857e-7,1.3528747531489306e-8,-5.094690611909484e-6,-9.640636220242363e-8,-1.4226963548456765e-6,1.22015623601623e-6,4.3105307314299565e-8
-1.3682958413546365e-5,-3.716191164172761e-7,-6.511207655266851e-7,-1.513752242050975e-6,-1.34416810384062e-7,-1.6532540733205567e-6,6.057238196269174e-8,-6.639515344380672e-8,6.515360963988812e-10,8.859127356946883e-7,3.2156524257576163e-7,8.82027529925118e-7,1.122716352154262e-6,7.874165718785432e-9,7.383271858933043e-8,6.188392785293161e-7,7.590061327934406e-7,8.823929368592793e-8,2.0586006882025239e-7,-2.1397833965459e-7,1.6420459131454678e-8,6.562760013733493e-7,6.96095870016191e-7,1.9006184491631038e-7,-4.6420650321042624e-7,1.4846496116929088e-7,3.778138271394729e-7,-3.782344698227359e-9,5.594926556684929e-7,-5.921666184902625e-8,3.569345045474277e-8,-6.963271695428214e-8,3.063299610437639e-7,-8.462742397595051e-8,-1.2213633934054723e-7,-5.345797483431721e-7,-1.8678359897228608e-7,-4.901859260305192e-8,8.430488201732811e-7,-3.2895755570885437e-7,-4.595409416599003e-8,1.3678027331516502e-7,-1.8439692372658737e-7,2.8752207506884703e-7,-3.5998686655582216e-6,-3.4780313998038356e-6,1.0769023758209113e-7
-1.7250845937597643e-5,-6.651214336898719e-7,-7.706207215133119e-7,-1.5034452872697208e-6,-1.150838979275616e-6,-2.4022139844469394e-6,4.655250461718557e-7,9.389544375279987e-8,-7.825578940066174e-10,4.299030409519957e-8,-4.247558258961216e-8,-4.331013669352642e-7,-2.769090249812205e-7,1.00655224110054e-8,-1.1841432426909726e-7,-4.714573615095635e-7,1.2136879705649536e-7,-2.3494533889955735e-7,-4.045001550691157e-7,-5.66539259541198e-7,4.91661040119217e-7,-1.1886593906262301e-6,-6.776310014841569e-7,4.296507017037695e-7,1.1316435429562876e-6,5.919095057973082e-7,2.9128973054379206e-7,-5.1997721696847475e-9,-4.197171992796579e-7,2.1354459331543182e-7,-9.02279918548116e-9,2.631830474877005e-7,-1.2060822861968845e-7,-1.2456863054141313e-7,4.336847553669126e-8,-1.3612498926228896e-7,-3.6492916597643636e-7,4.794719605748045e-8,-3.289575557088618e-7,1.1454336522593748e-6,-6.89934453199251e-8,-7.524147945431459e-10,6.168171368100343e-7,-9.706967278086945e-7,3.894673193690046e-6,-9.846518564895466e-7,9.048357658036998e-8
-4.419112210655213e-4,-1.955727927626016e-6,-2.0100950417872355e-7,-6.261863117324776e-6,-4.297213493545309e-6,-6.3390190933678125e-6,-5.649711177768944e-7,-9.478298355448342e-8,5.479593779049046e-10,-3.009976877792389e-7,-3.039898842255189e-7,-1.136551782808743e-7,2.8939182523421443e-7,3.615538086612191e-8,7.593579527164357e-7,-2.0956780196560674e-6,-6.324211174923441e-7,-2.2138350774818596e-6,-1.0854760231883204e-6,4.028119227398954e-6,-1.1751477940132634e-6,7.587643316874565e-8,-7.498265055142432e-7,6.723979383394995e-7,-1.2493794803731834e-7,-6.259599125503361e-8,-2.7122880762222547e-7,1.3539232078700075e-9,-6.024674377616597e-7,-2.8227031852919234e-07,4.488565422480511e-7,3.1735251479487873e-7,-4.7065449435819916e-7,-2.6327687510068395e-7,4.268282935792072e-7,-3.160396489491069e-8,6.993531363854045e-7,1.578404604299632e-7,-4.5954094165996474e-8,-6.899344531990853e-8,5.217014839844854e-6,-6.823595477350007e-7,-1.2975936166698455e-6,-1.4127167348083805e-6,2.305313219150643e-6,1.0553198807142675e-6,-8.572308188727108e-9
4.975769627948714e-6,2.535576239392064e-7,-4.715592733319223e-7,2.362021149950125e-6,4.681508457091537e-6,1.4591804960125707e-6,8.420261498104323e-7,-9.383742738654823e-8,1.1923111713631507e-9,4.597665070813519e-7,9.122862961834458e-7,7.955157226343971e-7,-2.1184790375292793e-7,-3.749742323475323e-7,3.812139842530544e-8,-1.896356870548177e-7,2.2997536747177523e-8,1.9837454364970086e-7,-3.961978163446181e-8,-1.5562888231710302e-6,1.6815991509047466e-7,3.609390972830016e-7,3.4677958742657896e-8,2.1048618637398305e-7,2.0237578762269548e-7,1.8528029531214443e-6,-2.0901363201745524e-7,7.67532503454849e-9,4.209640456432565e-7,-7.735608238142011e-9,1.8102186030567705e-7,2.299431121461099e-8,5.385198548085475e-8,-3.6733619791638644e-7,-9.257762687006104e-7,-4.928183425573284e-7,-5.031634809504438e-7,1.3528747531494464e-8,1.3678027331516867e-7,-7.524147945367911e-10,-6.823595477350415e-7,1.536218104682534e-6,2.5015718306668178e-6,4.743180370919933e-7,3.236013085620806e-6,-1.0489777158630063e-5,3.017953661228278e-7
-0.006782357665091165,2.3386490180865275e-5,-1.576619222615227e-5,7.032335099776904e-5,1.531890800101718e-5,-5.246133445156029e-5,6.5091241830815195e-6,-2.2616852180407234e-7,-8.037869007915439e-10,-5.391753863318545e-7,5.982853257848578e-6,2.7003305641720245e-5,8.50532567865424e-7,1.4940017012239556e-5,-4.886261566290257e-6,-5.6094010752758285e-6,1.3471572131312841e-5,3.1939628702320472e-6,-3.680765832092369e-5,5.470036845004692e-7,2.1186260093030978e-6,-2.416122345634529e-6,-6.524973513019679e-6,1.6078111845755223e-5,-5.859589889485669e-6,2.1320947443586e-6,-1.4831697524515057e-5,6.735107672628702e-7,6.165457820676465e-6,-7.916381587353807e-6,-1.0344799765603337e-6,-2.0250670637928728e-6,2.7243292715044093e-6,-5.2722946370374205e-6,-4.770196226691315e-6,-5.407489235176246e-7,-2.748200874118019e-6,-5.094690611910203e-6,-1.8439692372687655e-7,6.168171368089462e-7,-1.297593616674416e-6,2.5015718306667462e-6,9.634617887242634e-4,-2.149082232012031e-6,-1.2896507606681909e-5,-1.015431523957837e-4,-1.9783133432120757e-5
5.088740559268174e-5,-7.808699383881027e-8,-6.074246520026822e-6,2.1746447760914394e-5,1.4014406858722707e-5,8.475956969867332e-6,-7.972921189176075e-7,-2.4770590145768366e-7,2.2964381348181725e-9,3.991826476584021e-7,-3.3986334655105543e-7,-3.73667125596884e-7,-1.3453239111143402e-6,-6.319887634590436e-7,-9.508171274171438e-7,-2.1726145011850292e-7,-3.033334343132858e-8,-1.66718632874586e-6,-3.632440035860957e-6,-9.508645224988006e-7,-2.5602176055213495e-6,6.526174687207543e-7,2.7926609932448465e-6,-2.0723315644649544e-6,-6.28207349264265e-7,-1.5053026188635422e-6,-7.910339016954905e-8,-1.9439878388706326e-8,7.931371978744244e-8,-4.025189956294055e-8,5.319733510276625e-7,-6.483574959987392e-7,5.07722598129503e-7,1.220169000532135e-7,-8.223315742452935e-7,1.313844177473711e-7,1.0686363149500432e-6,-9.640636220242215e-8,2.875220750688471e-7,-9.706967278086894e-7,-1.4127167348083343e-6,4.743180370919959e-7,-2.1490822320121653e-6,9.590182164539097e-6,-5.550307791287684e-6,-2.579516060540539e-6,3.1910102234279486e-7
6.398528431017892e-4,1.5901938996346263e-5,8.950878163370605e-6,6.35508621758148e-5,3.1683405230944586e-5,2.978075231273255e-5,3.737009826190808e-6,1.0032326417457264e-6,-8.414318382689953e-9,6.837551394877497e-6,1.0036484085365016e-5,1.0105037301917017e-5,3.091238380297239e-6,1.7549003895462799e-6,1.3800043109351214e-5,-1.599805175569933e-5,-5.660202469823102e-6,-2.6814085968391495e-5,9.544041239999968e-6,1.223913478469767e-5,4.1056229431398584e-5,2.3752105481153508e-5,-9.289711332937952e-7,-5.744385689418825e-6,1.3803542285360555e-6,2.9803034130943578e-5,-6.167254399834983e-6,3.5104469134872915e-7,-5.468454568542914e-6,2.1985977114392326e-6,7.172084322915598e-7,1.823239953657009e-6,-8.86362565299568e-6,-6.0388215016673e-6,-3.03803200748181e-6,4.062617553623666e-6,1.4755265848245849e-6,-1.4226963548459651e-6,-3.5998686655574694e-6,3.894673193689681e-6,2.305313219155547e-6,3.2360130856204567e-6,-1.289650760662922e-5,-5.550307791287952e-6,6.837637274834138e-4,-2.6037548805812335e-4,-6.63003306882768e-6
0.0010368996958079054,-1.3634337442872e-5,-1.0141776457641614e-6,-5.198761953946191e-5,-4.002273255482796e-5,-1.4664199821935859e-5,-8.435523118195958e-7,-1.1550805989049282e-6,1.1170013996089311e-8,-1.7503404059691587e-6,-1.3507319549875182e-7,-4.232244006836852e-6,-9.993535641296919e-6,-2.930056361059284e-6,-1.1109145467987985e-5,-7.320125386692288e-7,1.3213708445612227e-6,4.887130724412439e-6,5.825215899844221e-6,3.824136692279284e-6,-1.5404472572599783e-5,3.256994785113215e-8,-4.5415591740999586e-6,8.377380117995126e-7,5.817790355153737e-6,-1.4155301581185112e-5,-4.024378153571536e-6,7.268706838436954e-8,-1.506644959535437e-7,-3.5429889364296637e-6,-2.383304366041932e-6,-2.4577735445765386e-6,4.6359315641757124e-06,4.867064761429123e-6,8.397406491881899e-6,5.578849466370747e-6,1.0270079546409197e-6,1.2201562360162129e-6,-3.4780313998038534e-6,-9.84651856489561e-7,1.055319880714586e-6,-1.0489777158630068e-5,-1.0154315239578612e-4,-2.5795160605405644e-6,-2.603754880581278e-4,4.482493351526754e-4,-2.0979302707907503e-6
1.347768506865729e-4,4.614141271511388e-7,1.919251476117926e-6,-8.961437992162501e-7,2.3076200897572416e-6,2.9302760745320065e-6,4.4546066696204647e-7,-4.4236655205702435e-8,3.5414521575284556e-10,2.3357229844105722e-7,-4.1641933590890546e-7,-3.2318314853138913e-7,-4.3339045590232874e-7,-5.34476170540808e-7,2.4173822238033474e-7,-6.364770527936518e-7,-4.280809100514352e-7,-1.176708854672709e-6,-2.1997419007177575e-7,-1.061423253626786e-6,-6.244828353134777e-7,-8.713787697198769e-7,-2.5130208001750013e-7,-7.635376275721532e-7,5.264692234642319e-7,2.191391912876213e-7,-3.0844092895625915e-8,-5.304112006283264e-9,-3.143203318360754e-7,1.3980682367045982e-7,3.963202031892673e-7,-1.3472796769897174e-8,6.265431491233166e-8,1.4894166300108585e-7,-2.2943572630121977e-7,-3.1655960504356457e-7,-3.912344781493536e-7,4.310530731430558e-8,1.0769023758209663e-7,9.048357658036764e-8,-8.572308188682973e-9,3.0179536612282734e-7,-1.97831334321209e-5,3.1910102234279994e-7,-6.630033068826644e-6,-2.0979302707906783e-6,1.1837993863200979e-6
